20180722-103059,20180722-103132,OK,,33.45,C1D8225002NK93W13,A117WithFin,A117WithFin,0.189,0.027,70.442,-0.032,RawUp,1.614,1.545,1.517,1.642,1.641,1.601,1.543,1.448,RawDown,0.576,0.574,0.554,0.536,0.538,2.195,2.153,2.132,2.150,
20180722-103146,20180722-103215,OK,,29.14,C1D8225002NK93W13,A117WithFin,A117WithFin,0.191,0.027,70.452,-0.041,RawUp,1.604,1.535,1.530,1.657,1.625,1.586,1.543,1.455,RawDown,0.574,0.572,0.544,0.527,0.532,2.199,2.158,2.121,2.138,
20180722-103221,20180722-103250,OK,,29.16,C1D8225002NK93W13,A117WithFin,A117WithFin,0.177,0.028,70.450,-0.044,RawUp,1.589,1.522,1.526,1.655,1.619,1.579,1.548,1.464,RawDown,0.577,0.575,0.543,0.525,0.532,2.202,2.161,2.115,2.132,
20180722-103256,20180722-103325,OK,,29.14,C1D8225002NK93W13,A117WithFin,A117WithFin,0.170,0.028,70.462,-0.045,RawUp,1.583,1.515,1.534,1.664,1.623,1.577,1.557,1.476,RawDown,0.581,0.579,0.545,0.527,0.535,2.207,2.167,2.117,2.135,
20180722-103632,20180722-103701,OK,,29.11,C1D8225002NK93W13,A117WithFin,A117WithFin,0.177,0.028,70.470,-0.043,RawUp,1.603,1.534,1.541,1.673,1.640,1.594,1.564,1.480,RawDown,0.578,0.576,0.545,0.527,0.533,2.203,2.161,2.118,2.135,
20180722-103723,20180722-103752,OK,,29.11,C1D8225002NK93W13,A117WithFin,A117WithFin,0.184,0.028,70.474,-0.043,RawUp,1.603,1.539,1.545,1.677,1.635,1.596,1.562,1.478,RawDown,0.579,0.577,0.546,0.528,0.534,2.204,2.162,2.119,2.136,
20180722-103931,20180722-104001,OK,,29.08,C1D8225002NK93W13,A117WithFin,A117WithFin,0.188,0.028,70.464,-0.044,RawUp,1.604,1.539,1.544,1.667,1.631,1.586,1.558,1.466,RawDown,0.578,0.577,0.546,0.527,0.534,2.204,2.163,2.119,2.136,
20180722-104002,20180722-104031,OK,,29.05,C1D8225002NK93W13,A117WithFin,A117WithFin,0.188,0.028,70.453,-0.041,RawUp,1.601,1.540,1.527,1.657,1.628,1.591,1.546,1.459,RawDown,0.576,0.574,0.546,0.528,0.533,2.200,2.157,2.122,2.139,
20180722-104033,20180722-104102,OK,,29.09,C1D8225002NK93W13,A117WithFin,A117WithFin,0.187,0.028,70.453,-0.038,RawUp,1.601,1.540,1.528,1.656,1.632,1.593,1.545,1.460,RawDown,0.575,0.573,0.547,0.530,0.533,2.198,2.155,2.123,2.140,
20180722-104103,20180722-104132,OK,,29.09,C1D8225002NK93W13,A117WithFin,A117WithFin,0.184,0.027,70.458,-0.040,RawUp,1.598,1.538,1.529,1.662,1.638,1.591,1.548,1.466,RawDown,0.576,0.575,0.546,0.529,0.534,2.200,2.157,2.121,2.138,
