StartTime,FinishTime,Status,Error,CT,Barcode,ProductType,Description,SPC,AB-fin up surface profile,J-pedestal flatness,O-inner standoff profile,SPEC,SPEC-AB,UpLimit-AB,DownLimit-AB,SPEC-J,UpLimit-J,DownLimit-J,SPEC-O,UpLimit-O,DownLimit-O,RawUp,up,up,up,up,RawDown,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,RawUpSTATUS,up,up,up,up,RawDownSTATUS,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,RawUpGT,up,up,up,up,RawDownGT,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,
20180913-110550,20180913-110611,OK,,20.97,,A117WithFin,LeftStation,SPC,-70.542,0.010,-0.008,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.503,-70.501,-70.502,-70.502,RawDown,0.039,0.036,0.042,0.037,0.031,0.031,0.028,0.036,0.036,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.075,3.071,3.177,3.176,RawDownGT,2.648,2.770,2.743,2.608,2.687,2.777,2.900,2.875,2.744,
20180913-133329,20180913-133350,OK,,20.31,,A117WithFin,LeftStation,SPC,-70.521,0.003,0.005,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.496,-70.497,-70.498,-70.502,RawDown,0.014,0.013,0.020,0.021,0.014,0.013,0.009,0.021,0.026,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.076,3.179,3.181,RawDownGT,2.863,2.991,2.966,2.835,2.914,2.758,2.883,2.863,2.735,
20180913-133407,20180913-133427,OK,,20.33,,A117WithFin,LeftStation,SPC,-70.527,0.001,0.007,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.498,-70.497,-70.499,-70.502,RawDown,0.018,0.016,0.025,0.028,0.022,0.022,0.017,0.028,0.035,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.077,3.075,3.180,3.181,RawDownGT,2.867,2.994,2.972,2.841,2.922,2.767,2.891,2.870,2.744,
20180913-133611,20180913-133631,OK,,20.32,,A117WithFin,LeftStation,SPC,-70.509,0.002,0.008,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.502,-70.498,-70.499,-70.502,RawDown,0.003,0.001,0.008,0.009,0.006,0.009,0.005,0.010,0.018,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.079,3.076,3.179,3.182,RawDownGT,2.863,2.989,2.968,2.836,2.918,2.764,2.887,2.865,2.739,
20180913-133636,20180913-133656,OK,,20.32,,A117WithFin,LeftStation,SPC,-70.510,0.000,0.007,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.499,-70.499,-70.501,RawDown,0.006,0.006,0.009,0.009,0.008,0.008,0.004,0.008,0.016,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.076,3.179,3.181,RawDownGT,2.866,2.994,2.969,2.837,2.920,2.762,2.886,2.863,2.738,
20180913-133700,20180913-133720,OK,,20.34,,A117WithFin,LeftStation,SPC,-70.512,0.002,0.011,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.499,-70.499,-70.499,RawDown,0.008,0.008,0.013,0.012,0.008,0.009,0.006,0.015,0.022,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.077,3.179,3.179,RawDownGT,2.868,2.996,2.973,2.839,2.920,2.763,2.889,2.869,2.744,
20180913-133724,20180913-133744,OK,,20.30,,A117WithFin,LeftStation,SPC,-70.512,0.000,0.008,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.499,-70.499,-70.499,RawDown,0.005,0.006,0.011,0.010,0.008,0.011,0.008,0.013,0.018,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.076,3.179,3.179,RawDownGT,2.865,2.994,2.971,2.838,2.920,2.765,2.891,2.868,2.740,
20180913-133751,20180913-133811,OK,,20.33,,A117WithFin,LeftStation,SPC,-70.512,0.004,0.011,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.499,-70.498,-70.499,RawDown,0.004,0.005,0.011,0.012,0.012,0.014,0.011,0.016,0.023,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.076,3.178,3.179,RawDownGT,2.865,2.994,2.972,2.839,2.924,2.769,2.894,2.870,2.744,
20180913-133817,20180913-133837,OK,,20.32,,A117WithFin,LeftStation,SPC,-70.511,0.002,0.010,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.499,-70.498,-70.498,RawDown,0.004,0.002,0.010,0.010,0.008,0.010,0.008,0.013,0.021,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.077,3.178,3.178,RawDownGT,2.864,2.991,2.971,2.837,2.920,2.764,2.890,2.868,2.742,
20180913-135839,20180913-135859,OK,,20.38,,A117WithFin,LeftStation,SPC,-70.504,0.004,0.008,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.499,-70.498,-70.500,RawDown,0.002,0.000,0.001,0.005,0.005,0.005,0.000,0.004,0.013,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.075,3.179,3.179,RawDownGT,2.855,2.981,2.958,2.829,2.912,2.764,2.887,2.867,2.743,
20180913-135936,20180913-135956,OK,,20.32,,A117WithFin,LeftStation,SPC,-70.493,0.000,-0.005,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.499,-70.497,-70.500,RawDown,0.001,-0.002,-0.002,0.002,0.000,-0.001,-0.007,-0.004,0.003,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.075,3.178,3.179,RawDownGT,2.854,2.979,2.956,2.826,2.907,2.757,2.880,2.859,2.732,
20180913-135958,20180913-140019,OK,,20.30,,A117WithFin,LeftStation,SPC,-70.511,0.003,0.006,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.500,-70.498,-70.500,RawDown,0.008,0.008,0.008,0.011,0.011,0.011,0.006,0.009,0.017,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.076,3.178,3.180,RawDownGT,2.861,2.989,2.965,2.835,2.918,2.769,2.893,2.872,2.746,
20180913-140020,20180913-140041,OK,,20.29,,A117WithFin,LeftStation,SPC,-70.496,0.002,-0.007,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.498,-70.500,-70.497,-70.499,RawDown,0.002,0.001,0.000,0.002,-0.001,-0.001,-0.006,-0.006,0.002,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.075,3.076,3.177,3.179,RawDownGT,2.855,2.982,2.957,2.826,2.906,2.757,2.880,2.857,2.732,
20180913-140208,20180913-140229,OK,,20.35,,A117WithFin,LeftStation,SPC,-70.505,0.003,0.005,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.500,-70.500,-70.499,-70.501,RawDown,0.002,0.001,0.001,0.005,0.004,0.004,-0.002,-0.001,0.010,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.077,3.076,3.179,3.180,RawDownGT,2.855,2.982,2.958,2.829,2.911,2.762,2.885,2.862,2.739,
20180913-140254,20180913-140314,OK,,20.31,,A117WithFin,LeftStation,SPC,-70.504,0.001,0.004,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.501,-70.501,-70.499,-70.499,RawDown,0.001,0.001,0.003,0.003,0.001,0.002,-0.002,-0.001,0.007,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.078,3.077,3.179,3.179,RawDownGT,2.854,2.982,2.961,2.827,2.908,2.760,2.884,2.862,2.736,
20180913-140431,20180913-140452,OK,,20.94,,A117WithFin,LeftStation,SPC,-70.498,0.002,0.006,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.500,-70.501,-70.498,-70.501,RawDown,0.002,0.000,0.001,0.000,-0.001,0.000,-0.004,-0.002,0.007,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.077,3.077,3.178,3.181,RawDownGT,2.855,2.981,2.958,2.824,2.906,2.759,2.883,2.861,2.736,
20180913-140501,20180913-140522,OK,,20.94,,A117WithFin,LeftStation,SPC,-70.501,0.001,0.007,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.498,-70.500,-70.497,-70.500,RawDown,0.001,0.002,0.001,0.002,0.000,0.000,-0.004,0.000,0.008,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.075,3.076,3.177,3.180,RawDownGT,2.854,2.983,2.958,2.826,2.907,2.759,2.883,2.863,2.737,
20180913-140529,20180913-140550,OK,,20.97,,A117WithFin,LeftStation,SPC,-70.507,0.004,0.007,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.500,-70.499,-70.499,-70.499,RawDown,0.004,0.001,0.003,0.007,0.007,0.006,0.004,0.009,0.014,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.077,3.075,3.180,3.179,RawDownGT,2.857,2.982,2.961,2.831,2.914,2.764,2.890,2.872,2.744,
20180913-140559,20180913-140620,OK,,20.88,,A117WithFin,LeftStation,SPC,-70.496,0.002,0.010,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.501,-70.500,-70.496,-70.498,RawDown,0.001,0.000,0.001,0.003,0.003,0.003,0.004,0.008,0.013,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.078,3.076,3.177,3.178,RawDownGT,2.854,2.981,2.959,2.827,2.910,2.762,2.890,2.871,2.742,
20180913-140851,20180913-140911,OK,,20.30,,A117WithFin,LeftStation,SPC,-70.492,0.003,0.005,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.499,-70.499,-70.496,-70.497,RawDown,0.004,0.000,0.002,0.006,0.005,0.004,0.001,0.004,0.012,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.075,3.176,3.176,RawDownGT,2.857,2.981,2.959,2.830,2.912,2.763,2.888,2.867,2.741,
20180913-140916,20180913-140937,OK,,20.31,,A117WithFin,LeftStation,SPC,-70.492,0.001,0.004,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.502,-70.499,-70.498,-70.498,RawDown,0.001,-0.004,0.001,0.003,0.000,0.002,-0.003,0.002,0.008,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.079,3.075,3.178,3.177,RawDownGT,2.854,2.977,2.958,2.827,2.907,2.760,2.884,2.865,2.738,
20180913-140943,20180913-141004,OK,,20.32,,A117WithFin,LeftStation,SPC,-70.495,0.002,0.006,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.501,-70.500,-70.496,-70.498,RawDown,0.000,0.000,0.002,0.003,-0.001,0.001,-0.003,0.001,0.008,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.078,3.076,3.176,3.178,RawDownGT,2.853,2.981,2.959,2.827,2.906,2.759,2.883,2.864,2.738,
20180913-141011,20180913-141032,OK,,20.32,,A117WithFin,LeftStation,SPC,-70.490,0.003,0.006,SPEC,-70.50,0.200,-0.20,0.00,0.040,0.00,0.00,0.150,-0.15,RawUp,-70.500,-70.500,-70.498,-70.498,RawDown,-0.003,-0.004,-0.003,0.003,0.000,0.002,-0.002,0.002,0.009,RawUpSTATUS,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,RawUpGT,3.077,3.076,3.178,3.178,RawDownGT,2.850,2.977,2.955,2.827,2.907,2.761,2.884,2.865,2.738,
20180913-154223,20180913-154308,NG,|上表面轮廓度 -64.341 超差|下表面轮廓度 -6.000 超差|,44.62,,A117WithFin,LeftStation,SPC,-64.341,0.000,-6.000,0.118,5.449,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-68.460,-68.078,-68.082,-68.463,-68.366,-68.213,-68.215,-68.368,RawDown,-2.870,-2.839,-3.001,-3.032,-2.936,-8.920,-8.833,-9.405,-9.491,-9.162,-2.696,-2.637,-2.941,-3.000,2.652,1.820,1.919,2.751,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,RawDownGT,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,-0.008,
20180913-155256,20180913-155341,NG,|上表面轮廓度 -71.070 超差|凸台平面度 0.067 超差|下表面轮廓度 -5.945 超差|内螺柱轮廓度 0.191 超差|外螺柱轮廓度 5.575 超差|,44.66,F6R8342004EK93WD3,A117WithFin,LeftStation,SPC,-71.070,0.067,-5.945,0.191,5.575,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.446,-71.498,-71.486,-71.568,-71.563,-71.593,-71.589,-71.600,RawDown,-0.346,-0.270,-0.293,-0.238,-0.253,-6.119,-6.107,-6.039,-6.105,-6.091,-0.139,-0.150,-0.150,-0.202,5.229,5.264,5.301,5.229,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.950,3.384,3.369,3.069,3.161,3.344,3.338,3.196,RawDownGT,2.494,2.538,2.677,2.763,2.652,2.770,2.696,3.335,3.355,3.041,2.549,2.479,2.783,2.790,2.569,3.436,3.374,2.470,
20180913-155356,20180913-155441,NG,|上表面轮廓度 -71.227 超差|凸台平面度 0.075 超差|下表面轮廓度 -6.076 超差|内螺柱轮廓度 0.272 超差|外螺柱轮廓度 5.738 超差|,44.62,F6R8346004CK93WD1,A117WithFin,LeftStation,SPC,-71.227,0.075,-6.076,0.272,5.738,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.706,-71.525,-71.497,-71.531,-71.651,-71.601,-71.572,-71.582,RawDown,-0.383,-0.246,-0.265,-0.251,-0.253,-6.116,-6.091,-6.095,-6.080,-6.120,-0.118,-0.128,-0.172,-0.154,5.295,5.316,5.251,5.248,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.211,3.411,3.380,3.032,3.249,3.353,3.321,3.178,RawDownGT,2.457,2.562,2.705,2.750,2.652,2.773,2.712,3.279,3.380,3.012,2.570,2.501,2.761,2.838,2.635,3.488,3.324,2.489,
20180913-155634,20180913-155716,NG,|上表面轮廓度 -70.545 超差|凸台平面度 0.048 超差|下表面轮廓度 -6.017 超差|内螺柱轮廓度 0.219 超差|外螺柱轮廓度 6.016 超差|,42.15,F6R834200A6K93WDT,A117WithFin,LeftStation,SPC,-70.545,0.048,-6.017,0.219,6.016,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.570,-71.385,-71.361,-71.528,-71.590,-71.546,-71.497,-71.539,RawDown,-0.189,-0.083,-0.236,-0.270,-0.164,-6.094,-6.067,-6.074,-6.108,-6.084,-0.066,-0.059,-0.125,-0.145,5.304,5.250,5.303,5.274,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.075,3.271,3.243,3.029,3.188,3.297,3.246,3.135,RawDownGT,2.651,2.725,2.734,2.731,2.741,2.795,2.736,3.300,3.352,3.047,2.622,2.570,2.808,2.847,2.645,3.423,3.376,2.516,
20180913-155727,20180913-155809,NG,|上表面轮廓度 -71.030 超差|下表面轮廓度 -5.932 超差|内螺柱轮廓度 0.189 超差|外螺柱轮廓度 5.578 超差|,42.17,F6R8342008ZK93WD6,A117WithFin,LeftStation,SPC,-71.030,0.034,-5.932,0.189,5.578,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.572,-71.215,-71.351,-71.547,-71.434,-71.338,-71.449,-71.510,RawDown,-0.243,-0.181,-0.199,-0.196,-0.222,-6.155,-6.107,-6.043,-6.068,-6.106,-0.094,-0.152,-0.160,-0.032,5.306,5.317,5.279,5.212,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.076,3.101,3.234,3.048,3.033,3.089,3.198,3.106,RawDownGT,2.597,2.627,2.771,2.806,2.683,2.734,2.696,3.331,3.392,3.025,2.594,2.477,2.773,2.960,2.647,3.489,3.352,2.454,
20180913-155908,20180913-155946,NG,|上表面轮廓度 -71.040 超差|下表面轮廓度 -5.887 超差|内螺柱轮廓度 0.197 超差|外螺柱轮廓度 5.657 超差|,37.70,F6R8342003VK93WDR,A117WithFin,LeftStation,SPC,-71.040,0.036,-5.887,0.197,5.657,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.658,-71.440,-71.450,-71.515,-71.634,-71.564,-71.518,-71.544,RawDown,-0.226,-0.168,-0.238,-0.223,-0.202,-6.114,-6.057,-6.037,-6.098,-6.103,-0.124,0.037,-0.092,-0.141,5.249,5.278,5.342,5.294,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.163,3.326,3.332,3.016,3.232,3.316,3.267,3.140,RawDownGT,2.614,2.640,2.732,2.778,2.703,2.775,2.745,3.337,3.362,3.029,2.564,2.666,2.841,2.851,2.589,3.451,3.415,2.536,
20180913-155959,20180913-160039,NG,|上表面轮廓度 -71.150 超差|凸台平面度 0.084 超差|下表面轮廓度 -5.986 超差|内螺柱轮廓度 0.245 超差|外螺柱轮廓度 5.655 超差|,39.84,F6R8342005DK93WD1,A117WithFin,LeftStation,SPC,-71.150,0.084,-5.986,0.245,5.655,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.474,-71.291,-71.439,-71.542,-71.537,-71.478,-71.530,-71.564,RawDown,-0.298,-0.197,-0.238,-0.172,-0.187,-6.048,-6.047,-6.048,-6.081,-6.061,-0.029,-0.040,-0.089,-0.110,5.360,5.272,5.337,5.337,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.979,3.177,3.321,3.043,3.136,3.230,3.279,3.160,RawDownGT,2.542,2.611,2.732,2.830,2.718,2.841,2.756,3.326,3.379,3.070,2.659,2.589,2.844,2.882,2.700,3.444,3.410,2.578,
20180913-160051,20180913-160131,NG,|上表面轮廓度 -71.123 超差|凸台平面度 0.041 超差|下表面轮廓度 -6.272 超差|内螺柱轮廓度 0.202 超差|外螺柱轮廓度 5.639 超差|,39.83,F6R8346000SK93WDZ,A117WithFin,LeftStation,SPC,-71.123,0.041,-6.272,0.202,5.639,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.590,-71.457,-71.609,-71.527,-71.572,-71.476,-71.574,-71.563,RawDown,-0.232,-0.246,-0.188,-0.135,-0.232,-6.164,-5.979,-6.007,-6.187,-6.034,-0.171,-0.109,-0.062,-0.078,5.201,5.391,5.381,5.288,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.094,3.343,3.492,3.028,3.171,3.227,3.323,3.159,RawDownGT,2.608,2.562,2.782,2.866,2.673,2.725,2.823,3.367,3.273,3.097,2.517,2.520,2.871,2.914,2.541,3.563,3.454,2.530,
20180913-160145,20180913-160225,NG,|上表面轮廓度 -71.115 超差|凸台平面度 0.048 超差|下表面轮廓度 -5.921 超差|内螺柱轮廓度 0.160 超差|外螺柱轮廓度 5.583 超差|,39.80,F6R8346008YK93WD3,A117WithFin,LeftStation,SPC,-71.115,0.048,-5.921,0.160,5.583,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.414,-71.306,-71.477,-71.526,-71.465,-71.415,-71.534,-71.541,RawDown,-0.218,-0.171,-0.219,-0.171,-0.170,-6.033,-6.097,-6.114,-6.067,-6.104,-0.029,-0.089,-0.131,-0.096,5.396,5.323,5.263,5.282,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.919,3.192,3.360,3.027,3.063,3.167,3.283,3.137,RawDownGT,2.622,2.638,2.751,2.831,2.735,2.856,2.706,3.260,3.393,3.028,2.659,2.540,2.802,2.896,2.736,3.495,3.336,2.523,
20180913-160236,20180913-160316,NG,|上表面轮廓度 -70.695 超差|下表面轮廓度 -5.945 超差|内螺柱轮廓度 0.218 超差|外螺柱轮廓度 5.952 超差|,39.84,F6R8346009PK93WD9,A117WithFin,LeftStation,SPC,-70.695,0.039,-5.945,0.218,5.952,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.495,-71.389,-71.449,-71.514,-71.535,-71.537,-71.545,-71.573,RawDown,-0.238,-0.149,-0.268,-0.284,-0.214,-6.088,-6.074,-6.087,-6.069,-6.087,-0.061,-0.067,-0.135,-0.140,5.325,5.310,5.278,5.306,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.000,3.275,3.332,3.015,3.134,3.289,3.294,3.169,RawDownGT,2.602,2.660,2.702,2.718,2.691,2.801,2.729,3.287,3.391,3.045,2.627,2.562,2.798,2.852,2.665,3.483,3.351,2.547,
20180913-160328,20180913-160408,NG,|上表面轮廓度 -71.093 超差|下表面轮廓度 -6.191 超差|内螺柱轮廓度 0.249 超差|外螺柱轮廓度 5.703 超差|,39.83,F6R8342001DK93WDD,A117WithFin,LeftStation,SPC,-71.093,0.016,-6.191,0.249,5.703,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.637,-71.527,-71.309,-71.520,-71.597,-71.562,-71.446,-71.514,RawDown,-0.187,-0.280,-0.225,-0.147,-0.198,-6.048,-6.051,-6.056,-6.128,-6.075,-0.002,-0.084,-0.084,-0.125,5.374,5.216,5.305,5.305,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.142,3.413,3.191,3.021,3.195,3.314,3.195,3.110,RawDownGT,2.653,2.528,2.745,2.854,2.707,2.841,2.751,3.318,3.332,3.056,2.686,2.545,2.849,2.867,2.714,3.389,3.378,2.546,
20180913-160422,20180913-160502,NG,|上表面轮廓度 -71.190 超差|凸台平面度 0.042 超差|下表面轮廓度 -5.905 超差|外螺柱轮廓度 5.546 超差|,40.08,F6R8342004EK93WD3,A117WithFin,LeftStation,SPC,-71.190,0.042,-5.905,0.143,5.546,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.457,-71.509,-71.485,-71.563,-71.558,-71.596,-71.589,-71.595,RawDown,-0.289,-0.261,-0.290,-0.238,-0.248,-6.116,-6.101,-6.036,-6.117,-6.094,-0.138,-0.144,-0.144,-0.202,5.233,5.249,5.306,5.241,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.962,3.395,3.367,3.064,3.156,3.348,3.338,3.191,RawDownGT,2.551,2.547,2.680,2.764,2.657,2.773,2.701,3.338,3.343,3.038,2.550,2.485,2.789,2.790,2.573,3.422,3.379,2.482,
20180913-160515,20180913-160555,NG,|上表面轮廓度 -71.259 超差|凸台平面度 0.053 超差|下表面轮廓度 -5.972 超差|内螺柱轮廓度 0.198 超差|外螺柱轮廓度 5.634 超差|,39.81,F6R8346004CK93WD1,A117WithFin,LeftStation,SPC,-71.259,0.053,-5.972,0.198,5.634,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.726,-71.524,-71.484,-71.525,-71.664,-71.604,-71.566,-71.580,RawDown,-0.325,-0.240,-0.256,-0.244,-0.238,-6.113,-6.078,-6.080,-6.081,-6.114,-0.128,-0.119,-0.159,-0.157,5.277,5.321,5.263,5.260,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.231,3.410,3.367,3.026,3.262,3.356,3.315,3.176,RawDownGT,2.515,2.569,2.714,2.757,2.667,2.776,2.724,3.294,3.379,3.018,2.560,2.510,2.774,2.835,2.617,3.493,3.336,2.502,
