20180804-111422,20180804-111502,NG,,40.67,,A117NoFin,LeftStation,0.144,0.209,10.385,0.201,RawUp,1.858,2.097,2.37,1.939,1.969,2.033,2.082,2.044,RawDown,2.764,2.737,2.948,2.814,2.998,2.688,3.025,2.891,2.584
20180804-111514,20180804-111554,NG,,40.67,,A117NoFin,LeftStation,0.05,0.222,10.539,0.232,RawUp,1.763,2.129,2.25,1.93,1.955,2.082,2.117,1.959,RawDown,2.737,2.705,3.001,2.844,3.013,2.762,3.086,2.923,2.604
20180804-111606,20180804-111647,NG,,40.65,,A117NoFin,LeftStation,0.115,0.27,10.434,0.346,RawUp,1.824,2.152,2.282,1.945,2.061,2.095,2.115,2.114,RawDown,2.726,2.664,2.801,2.634,2.95,2.716,2.948,2.806,2.541
20180804-111657,20180804-111738,NG,,40.67,,A117NoFin,LeftStation,0.055,0.184,10.452,0.227,RawUp,1.856,2.113,2.266,1.92,1.963,2.091,2.121,2.035,RawDown,2.809,2.762,2.893,2.794,2.985,2.72,2.985,2.853,2.587
20180804-111749,20180804-111830,NG,,40.67,,A117NoFin,LeftStation,0.09,0.257,10.39,0.377,RawUp,1.765,2.082,2.227,1.94,1.954,1.972,2.036,1.999,RawDown,2.811,2.683,2.778,2.76,2.988,2.769,2.936,2.924,2.611
20180804-111842,20180804-111922,NG,,40.65,,A117NoFin,LeftStation,0.068,0.082,10.399,0.224,RawUp,1.826,2.215,2.277,1.915,2.006,2.142,2.154,2.059,RawDown,2.808,2.794,2.912,2.84,2.906,2.709,2.978,2.858,2.604
20180804-111933,20180804-112014,NG,,40.65,,A117NoFin,LeftStation,0.074,0.214,10.391,0.286,RawUp,1.772,2.127,2.259,1.946,1.893,2.075,2.093,2.034,RawDown,2.781,2.746,2.876,2.783,2.996,2.742,3.036,2.863,2.567
20180804-112025,20180804-112105,NG,,40.67,,A117NoFin,LeftStation,0.07,0.189,10.431,0.198,RawUp,1.874,2.186,2.278,1.913,1.999,2.096,2.096,2.041,RawDown,2.737,2.749,2.9,2.891,3.004,2.674,2.987,2.896,2.594
20180804-112115,20180804-112156,NG,,40.65,,A117NoFin,LeftStation,0.069,0.174,10.408,0.211,RawUp,1.807,2.133,2.264,1.914,1.962,2.059,2.065,2.007,RawDown,2.829,2.796,2.963,2.846,3.012,2.739,2.998,2.907,2.601
20180804-112206,20180804-112247,NG,,40.65,,A117NoFin,LeftStation,0.058,0.173,10.463,0.255,RawUp,1.847,2.195,2.289,1.937,1.947,2.145,2.147,2.024,RawDown,2.813,2.74,2.91,2.786,2.973,2.701,2.987,2.865,2.59
20180804-112259,20180804-112340,NG,,40.67,,A117NoFin,LeftStation,0.14,0.209,10.383,0.203,RawUp,1.883,2.085,2.347,1.952,1.984,2.033,2.078,2.055,RawDown,2.746,2.724,2.937,2.807,2.986,2.665,3.017,2.891,2.568
20180804-112350,20180804-112431,NG,,40.65,,A117NoFin,LeftStation,0.052,0.223,10.546,0.232,RawUp,1.746,2.124,2.257,1.93,1.947,2.081,2.123,1.959,RawDown,2.746,2.71,3.01,2.849,3.021,2.774,3.097,2.927,2.607
20180804-112441,20180804-112522,NG,,40.65,,A117NoFin,LeftStation,0.117,0.269,10.429,0.346,RawUp,1.818,2.147,2.286,1.949,2.06,2.096,2.122,2.118,RawDown,2.726,2.663,2.803,2.635,2.95,2.719,2.954,2.805,2.538
20180804-112534,20180804-112614,NG,,40.7,,A117NoFin,LeftStation,0.058,0.184,10.45,0.231,RawUp,1.89,2.118,2.238,1.922,1.98,2.102,2.118,2.039,RawDown,2.786,2.747,2.876,2.786,2.97,2.691,2.967,2.854,2.575
20180804-112712,20180804-112752,NG,,40.65,,A117NoFin,LeftStation,0.086,0.258,10.388,0.371,RawUp,1.735,2.087,2.274,1.944,1.947,1.983,2.065,2.009,RawDown,2.82,2.684,2.783,2.757,2.991,2.79,2.944,2.909,2.61
20180804-112805,20180804-112846,NG,,40.65,,A117NoFin,LeftStation,0.073,0.08,10.402,0.23,RawUp,1.775,2.195,2.286,1.916,1.974,2.121,2.154,2.049,RawDown,2.836,2.809,2.939,2.856,2.926,2.749,3.016,2.866,2.614
20180804-112857,20180804-112937,NG,,40.65,,A117NoFin,LeftStation,0.076,0.214,10.39,0.29,RawUp,1.747,2.118,2.275,1.947,1.876,2.066,2.099,2.031,RawDown,2.794,2.752,2.889,2.79,3.006,2.763,3.056,2.866,2.572
20180804-113000,20180804-113040,NG,,40.65,,A117NoFin,LeftStation,0.066,0.193,10.415,0.234,RawUp,1.796,2.185,2.366,1.926,1.975,2.1,2.14,2.051,RawDown,2.778,2.769,2.904,2.869,3.017,2.73,3.019,2.876,2.599
20180804-113053,20180804-113134,NG,,40.65,,A117NoFin,LeftStation,0.073,0.173,10.404,0.208,RawUp,1.79,2.129,2.277,1.911,1.947,2.051,2.066,2,RawDown,2.838,2.8,2.972,2.851,3.018,2.752,3.01,2.907,2.603
20180804-113146,20180804-113226,NG,,40.7,,A117NoFin,LeftStation,0.054,0.173,10.458,0.249,RawUp,1.821,2.188,2.3,1.933,1.93,2.13,2.143,2.014,RawDown,2.829,2.75,2.925,2.797,2.986,2.72,3.003,2.867,2.596
20180804-113239,20180804-113319,NG,,40.67,,A117NoFin,LeftStation,0.145,0.208,10.384,0.199,RawUp,1.929,2.092,2.342,1.983,2.007,2.042,2.083,2.071,RawDown,2.714,2.699,2.911,2.789,2.96,2.627,2.994,2.874,2.538
20180804-113336,20180804-113416,NG,,40.65,,A117NoFin,LeftStation,0.051,0.221,10.535,0.23,RawUp,1.763,2.114,2.262,1.957,1.955,2.075,2.123,1.971,RawDown,2.729,2.693,2.996,2.837,3.004,2.759,3.091,2.914,2.587
20180804-113434,20180804-113514,NG,,40.65,,A117NoFin,LeftStation,0.114,0.268,10.424,0.341,RawUp,1.807,2.127,2.296,1.971,2.052,2.079,2.119,2.122,RawDown,2.728,2.658,2.805,2.633,2.948,2.726,2.963,2.796,2.526
20180804-113528,20180804-113609,NG,,40.67,,A117NoFin,LeftStation,0.059,0.183,10.447,0.226,RawUp,1.815,2.108,2.311,1.916,1.945,2.092,2.141,2.035,RawDown,2.829,2.773,2.906,2.798,2.997,2.752,3.002,2.846,2.595
20180804-113618,20180804-113659,NG,,40.65,,A117NoFin,LeftStation,0.086,0.258,10.388,0.378,RawUp,1.793,2.092,2.22,1.947,1.972,1.986,2.045,2.009,RawDown,2.791,2.669,2.761,2.75,2.973,2.748,2.921,2.918,2.6
20180804-113710,20180804-113751,NG,,40.68,,A117NoFin,LeftStation,0.046,0.081,10.411,0.232,RawUp,1.774,2.263,2.426,1.945,1.997,2.17,2.228,2.085,RawDown,2.824,2.788,2.913,2.822,2.904,2.746,2.989,2.82,2.594
20180804-113801,20180804-113841,NG,,40.65,,A117NoFin,LeftStation,0.074,0.214,10.392,0.291,RawUp,1.753,2.132,2.303,1.952,1.889,2.08,2.116,2.044,RawDown,2.787,2.745,2.878,2.78,2.998,2.758,3.045,2.854,2.568
20180804-113856,20180804-113937,NG,,40.65,,A117NoFin,LeftStation,0.071,0.189,10.439,0.202,RawUp,1.863,2.169,2.285,1.929,1.995,2.086,2.1,2.049,RawDown,2.74,2.747,2.904,2.891,3.005,2.682,2.998,2.891,2.585
20180804-113949,20180804-114029,NG,,40.67,,A117NoFin,LeftStation,0.086,0.174,10.408,0.208,RawUp,1.791,2.131,2.269,1.922,1.94,2.035,2.048,1.992,RawDown,2.846,2.807,2.987,2.866,3.03,2.754,3.026,2.925,2.603
20180804-114042,20180804-114122,NG,,40.67,,A117NoFin,LeftStation,0.054,0.173,10.464,0.251,RawUp,1.841,2.191,2.291,1.943,1.942,2.135,2.142,2.022,RawDown,2.82,2.745,2.919,2.794,2.98,2.709,2.997,2.869,2.593
20180804-114135,20180804-114216,NG,,40.65,,A117NoFin,LeftStation,0.145,0.208,10.384,0.202,RawUp,1.949,2.097,2.339,1.994,2.019,2.049,2.087,2.081,RawDown,2.7,2.688,2.899,2.781,2.949,2.615,2.988,2.872,2.53
20180804-114230,20180804-114310,NG,,40.65,,A117NoFin,LeftStation,0.05,0.221,10.536,0.228,RawUp,1.754,2.128,2.3,1.968,1.958,2.089,2.148,1.984,RawDown,2.734,2.691,2.995,2.83,3.003,2.766,3.089,2.899,2.582
20180804-114324,20180804-114405,NG,,40.68,,A117NoFin,LeftStation,0.112,0.267,10.428,0.34,RawUp,1.804,2.128,2.325,1.984,2.053,2.089,2.14,2.134,RawDown,2.728,2.651,2.801,2.624,2.943,2.728,2.961,2.782,2.519
20180804-114418,20180804-114459,NG,,40.65,,A117NoFin,LeftStation,0.055,0.183,10.453,0.227,RawUp,1.836,2.108,2.29,1.921,1.952,2.09,2.133,2.034,RawDown,2.82,2.767,2.9,2.796,2.992,2.736,2.996,2.85,2.59
20180804-114511,20180804-114551,NG,,40.68,,A117NoFin,LeftStation,0.089,0.259,10.394,0.38,RawUp,1.805,2.097,2.223,1.956,1.979,1.988,2.044,2.014,RawDown,2.784,2.664,2.754,2.745,2.967,2.741,2.915,2.917,2.597
20180804-114601,20180804-114642,NG,,40.65,,A117NoFin,LeftStation,0.051,0.081,10.413,0.233,RawUp,1.828,2.227,2.306,1.927,2,2.137,2.16,2.058,RawDown,2.812,2.796,2.916,2.844,2.909,2.718,2.991,2.866,2.606
20180804-114653,20180804-114734,NG,,40.65,,A117NoFin,LeftStation,0.074,0.215,10.394,0.291,RawUp,1.83,2.16,2.258,1.96,1.928,2.099,2.104,2.054,RawDown,2.745,2.723,2.845,2.764,2.97,2.701,3.005,2.856,2.553
20180804-114746,20180804-114826,NG,,40.65,,A117NoFin,LeftStation,0.07,0.189,10.436,0.204,RawUp,1.931,2.211,2.276,1.94,2.036,2.119,2.109,2.066,RawDown,2.698,2.721,2.865,2.868,2.972,2.63,2.954,2.881,2.568
20180804-114837,20180804-114917,NG,,40.68,,A117NoFin,LeftStation,0.088,0.175,10.412,0.214,RawUp,1.809,2.137,2.272,1.929,1.947,2.044,2.053,1.996,RawDown,2.835,2.801,2.976,2.859,3.022,2.747,3.02,2.925,2.603
20180804-114926,20180804-115006,NG,,40.68,,A117NoFin,LeftStation,0.057,0.173,10.469,0.252,RawUp,1.849,2.192,2.29,1.948,1.943,2.137,2.142,2.021,RawDown,2.816,2.742,2.915,2.79,2.977,2.703,2.993,2.866,2.588
20180804-115019,20180804-115059,NG,,40.65,,A117NoFin,LeftStation,0.149,0.209,10.392,0.201,RawUp,1.972,2.104,2.333,1.998,2.031,2.054,2.086,2.084,RawDown,2.69,2.684,2.89,2.777,2.942,2.6,2.975,2.869,2.524
20180804-115110,20180804-115151,NG,,40.65,,A117NoFin,LeftStation,0.051,0.223,10.535,0.24,RawUp,1.796,2.135,2.249,1.949,1.971,2.091,2.125,1.971,RawDown,2.719,2.691,2.986,2.834,2.999,2.745,3.076,2.922,2.599
20180804-115200,20180804-115241,NG,,40.67,,A117NoFin,LeftStation,0.111,0.269,10.437,0.342,RawUp,1.823,2.118,2.29,1.98,2.057,2.082,2.121,2.126,RawDown,2.726,2.657,2.802,2.63,2.947,2.721,2.96,2.795,2.524
20180804-115253,20180804-115334,NG,,40.67,,A117NoFin,LeftStation,0.057,0.184,10.459,0.229,RawUp,1.827,2.105,2.306,1.924,1.948,2.09,2.14,2.037,RawDown,2.829,2.772,2.906,2.798,2.998,2.752,3.005,2.849,2.597
20180804-130845,20180804-130925,NG,,40.67,,A117NoFin,LeftStation,0.088,0.259,10.389,0.376,RawUp,1.818,2.104,2.216,1.951,1.987,1.995,2.046,2.017,RawDown,2.775,2.659,2.746,2.74,2.961,2.726,2.901,2.91,2.591
20180804-130942,20180804-131023,NG,,40.68,,A117NoFin,LeftStation,0.053,0.082,10.413,0.231,RawUp,1.794,2.189,2.283,1.919,1.97,2.103,2.136,2.038,RawDown,2.837,2.815,2.943,2.864,2.933,2.74,3.021,2.881,2.614
20180804-131038,20180804-131119,NG,,40.65,,A117NoFin,LeftStation,0.075,0.215,10.391,0.285,RawUp,1.763,2.116,2.27,1.951,1.886,2.064,2.095,2.036,RawDown,2.788,2.748,2.884,2.786,3.002,2.751,3.046,2.861,2.565
20180804-131131,20180804-131212,NG,,40.65,,A117NoFin,LeftStation,0.069,0.198,10.428,0.247,RawUp,1.9,2.123,2.225,1.945,2.011,2.066,2.071,2.049,RawDown,2.729,2.747,2.872,2.857,2.991,2.646,2.994,2.902,2.568
20180804-131226,20180804-131306,NG,,40.65,,A117NoFin,LeftStation,0.078,0.181,10.458,0.253,RawUp,1.771,2.1,2.312,1.992,1.94,2.034,2.081,2.031,RawDown,2.851,2.77,2.976,2.805,3.009,2.755,3.035,2.883,2.551
20180804-131324,20180804-131405,NG,,40.67,,A117NoFin,LeftStation,0.051,0.175,10.465,0.251,RawUp,1.828,2.207,2.435,2.044,1.973,2.177,2.237,2.105,RawDown,2.784,2.666,2.881,2.712,2.923,2.692,2.967,2.767,2.505
20180804-131417,20180804-131458,NG,,40.7,,A117NoFin,LeftStation,0.145,0.213,10.399,0.211,RawUp,1.825,2.106,2.363,1.897,1.944,2.021,2.066,2.015,RawDown,2.797,2.764,2.981,2.834,3.029,2.721,3.042,2.917,2.623
20180804-131516,20180804-131556,NG,,40.65,,A117NoFin,LeftStation,0.049,0.221,10.54,0.233,RawUp,1.75,2.106,2.251,1.936,1.939,2.063,2.111,1.954,RawDown,2.749,2.711,3.014,2.854,3.023,2.776,3.103,2.929,2.609
20180804-131611,20180804-131651,NG,,40.65,,A117NoFin,LeftStation,0.112,0.268,10.431,0.34,RawUp,1.832,2.136,2.289,1.976,2.064,2.089,2.121,2.127,RawDown,2.716,2.653,2.793,2.626,2.939,2.71,2.948,2.791,2.52
20180804-131706,20180804-131747,NG,,40.65,,A117NoFin,LeftStation,0.06,0.183,10.449,0.222,RawUp,1.798,2.101,2.359,1.943,1.942,2.092,2.163,2.052,RawDown,2.832,2.76,2.907,2.785,2.991,2.76,3.006,2.821,2.576
20180804-131801,20180804-131841,NG,,40.65,,A117NoFin,LeftStation,0.087,0.257,10.398,0.374,RawUp,1.734,2.13,2.327,1.952,1.958,2.009,2.096,2.022,RawDown,2.817,2.679,2.769,2.742,2.981,2.796,2.931,2.891,2.612
20180804-131900,20180804-131940,NG,,40.65,,A117NoFin,LeftStation,0.05,0.082,10.414,0.228,RawUp,1.799,2.195,2.283,1.918,1.972,2.108,2.137,2.037,RawDown,2.835,2.815,2.941,2.862,2.931,2.737,3.015,2.879,2.615
20180804-131956,20180804-132037,NG,,40.67,,A117NoFin,LeftStation,0.074,0.215,10.395,0.29,RawUp,1.755,2.114,2.276,1.953,1.88,2.061,2.095,2.033,RawDown,2.792,2.75,2.887,2.787,3.005,2.759,3.053,2.863,2.568
20180804-132050,20180804-132130,NG,,40.67,,A117NoFin,LeftStation,0.069,0.19,10.438,0.202,RawUp,1.843,2.15,2.291,1.933,1.976,2.071,2.094,2.04,RawDown,2.754,2.754,2.917,2.897,3.016,2.7,3.014,2.893,2.59
20180804-132144,20180804-132225,NG,,40.65,,A117NoFin,LeftStation,0.083,0.176,10.412,0.208,RawUp,1.797,2.127,2.264,1.923,1.938,2.037,2.048,1.989,RawDown,2.843,2.806,2.983,2.862,3.028,2.751,3.021,2.921,2.602
20180804-132238,20180804-132319,NG,,40.67,,A117NoFin,LeftStation,0.061,0.176,10.471,0.254,RawUp,1.87,2.196,2.371,2.055,1.984,2.174,2.215,2.103,RawDown,2.766,2.658,2.872,2.712,2.915,2.663,2.956,2.778,2.494
20180804-132335,20180804-132415,NG,,40.65,,A117NoFin,LeftStation,0.139,0.21,10.392,0.2,RawUp,1.93,2.092,2.33,1.978,2.005,2.042,2.08,2.068,RawDown,2.718,2.703,2.912,2.79,2.965,2.63,2.993,2.876,2.542
20180804-132431,20180804-132512,NG,,40.65,,A117NoFin,LeftStation,0.049,0.223,10.529,0.23,RawUp,1.739,2.091,2.25,1.942,1.937,2.06,2.113,1.958,RawDown,2.752,2.709,3.016,2.851,3.024,2.777,3.106,2.924,2.602
20180804-132526,20180804-132606,NG,,40.68,,A117NoFin,LeftStation,0.117,0.268,10.432,0.341,RawUp,1.812,2.116,2.289,1.972,2.055,2.08,2.12,2.126,RawDown,2.729,2.658,2.805,2.631,2.948,2.722,2.961,2.793,2.523
20180804-132624,20180804-132704,NG,,40.65,,A117NoFin,LeftStation,0.061,0.183,10.447,0.226,RawUp,1.788,2.097,2.376,1.957,1.942,2.095,2.176,2.063,RawDown,2.832,2.753,2.905,2.776,2.987,2.767,3.01,2.812,2.57
20180804-132721,20180804-132802,NG,,40.65,,A117NoFin,LeftStation,0.088,0.259,10.39,0.377,RawUp,1.804,2.104,2.224,1.947,1.979,1.992,2.047,2.015,RawDown,2.785,2.666,2.753,2.745,2.968,2.74,2.91,2.913,2.599
20180804-132818,20180804-132858,NG,,40.65,,A117NoFin,LeftStation,0.053,0.083,10.414,0.229,RawUp,1.797,2.193,2.278,1.916,1.972,2.108,2.136,2.035,RawDown,2.835,2.816,2.941,2.863,2.932,2.737,3.015,2.879,2.616
20180804-132914,20180804-132955,NG,,40.67,,A117NoFin,LeftStation,0.074,0.216,10.39,0.286,RawUp,1.775,2.125,2.261,1.947,1.894,2.071,2.093,2.035,RawDown,2.78,2.745,2.876,2.781,2.997,2.741,3.035,2.862,2.566
20180804-133011,20180804-133052,NG,,40.67,,A117NoFin,LeftStation,0.072,0.189,10.427,0.199,RawUp,1.841,2.164,2.285,1.913,1.978,2.074,2.09,2.034,RawDown,2.756,2.76,2.916,2.899,3.017,2.698,3.006,2.895,2.598
20180804-133106,20180804-133146,NG,,40.7,,A117NoFin,LeftStation,0.088,0.175,10.41,0.209,RawUp,1.79,2.126,2.266,1.918,1.932,2.03,2.043,1.986,RawDown,2.847,2.809,2.986,2.865,3.031,2.755,3.026,2.924,2.604
20180804-133159,20180804-133240,NG,,40.68,,A117NoFin,LeftStation,0.058,0.178,10.478,0.261,RawUp,1.996,2.211,2.259,2.052,2.037,2.18,2.166,2.101,RawDown,2.698,2.63,2.825,2.701,2.877,2.566,2.901,2.801,2.475
20180804-133256,20180804-133337,NG,,40.7,,A117NoFin,LeftStation,0.148,0.211,10.389,0.202,RawUp,1.921,2.091,2.333,1.971,1.996,2.032,2.071,2.059,RawDown,2.724,2.711,2.919,2.796,2.971,2.639,3,2.884,2.551
20180804-133353,20180804-133433,NG,,40.68,,A117NoFin,LeftStation,0.048,0.223,10.537,0.233,RawUp,1.743,2.105,2.253,1.935,1.935,2.061,2.109,1.953,RawDown,2.753,2.713,3.016,2.853,3.026,2.78,3.105,2.928,2.611
20180804-133451,20180804-133531,NG,,40.65,,A117NoFin,LeftStation,0.113,0.27,10.434,0.346,RawUp,1.871,2.167,2.284,1.981,2.089,2.112,2.128,2.138,RawDown,2.69,2.636,2.768,2.609,2.919,2.68,2.922,2.785,2.51
20180804-133602,20180804-133643,NG,,40.7,,A117NoFin,LeftStation,0.056,0.185,10.457,0.225,RawUp,1.843,2.103,2.288,1.922,1.951,2.085,2.127,2.034,RawDown,2.818,2.766,2.899,2.795,2.992,2.732,2.994,2.848,2.586
20180804-161030,20180804-161113,NG,,42.92,F6R825600CCK93W9M,A117WithFin,LeftStation,0.143,0.201,70.642,0.237,RawUp,2.74,3.283,3.366,3.09,2.912,3.128,3.198,3.045,RawDown,2.776,2.653,2.866,2.642,2.91,2.68,2.937,2.671,2.496
20180804-161126,20180804-161206,NG,,39.9,F6R825600AEK93W9R,A117WithFin,LeftStation,0.318,0.204,70.663,0.451,RawUp,2.662,3.516,3.301,2.984,2.924,3.247,3.287,3.174,RawDown,2.737,2.464,2.869,2.487,2.816,2.758,2.924,2.68,2.238
20180804-161219,20180804-161259,NG,,39.9,F6R825600FHK93W97,A117WithFin,LeftStation,0.22,0.213,70.636,0.209,RawUp,2.761,3.223,3.351,2.791,3.078,3.263,3.181,2.92,RawDown,2.541,2.733,2.653,2.714,2.84,2.296,2.62,2.689,2.519
20180804-161316,20180804-161356,NG,,39.9,F6R82240186K93W9F,A117WithFin,LeftStation,0.044,0.181,70.818,0.281,RawUp,2.904,3.327,3.476,3.076,3.058,3.227,3.292,3.119,RawDown,2.782,2.66,2.849,2.643,2.894,2.695,2.914,2.706,2.478
20180804-161407,20180804-161447,NG,,39.9,f6r825600esk93w91,A117WithFin,LeftStation,0.099,0.245,70.705,0.228,RawUp,2.726,3.213,3.267,2.964,2.923,3.111,3.169,3,RawDown,2.745,2.648,2.724,2.559,2.897,2.734,2.726,2.558,2.537
20180804-161459,20180804-161539,NG,,39.9,F6R8224015LK93W9A,A117WithFin,LeftStation,0.107,0.165,70.403,0.343,RawUp,2.861,3.239,3.309,2.742,2.992,3.135,3.126,2.955,RawDown,2.635,2.59,2.754,2.645,2.805,2.634,2.91,2.829,2.57
20180804-161555,20180804-161635,NG,,39.9,,A117WithFin,LeftStation,0.097,0.16,70.684,0.172,RawUp,2.897,3.247,3.344,2.852,3.017,3.18,3.204,3.061,RawDown,2.773,2.65,2.874,2.701,2.897,2.662,2.88,2.666,2.53
20180804-161649,20180804-161729,NG,,39.9,f6r82240151k93w9v,A117WithFin,LeftStation,0.125,0.222,70.73,0.327,RawUp,2.946,3.227,3.417,2.939,3.1,3.211,3.248,3.077,RawDown,2.706,2.642,2.775,2.617,2.884,2.644,2.791,2.759,2.527
20180804-161740,20180804-161820,NG,,39.9,F6R822400UWK93W90,A117WithFin,LeftStation,0.264,0.254,70.754,0.29,RawUp,2.833,3.178,3.377,2.729,3.095,3.192,3.113,2.894,RawDown,2.673,2.815,2.688,2.688,2.935,2.592,2.721,2.85,2.676
20180804-161832,20180804-161912,NG,,39.95,F6R822400ASK93W9Q,A117WithFin,LeftStation,0.174,0.202,70.669,0.289,RawUp,2.633,3.259,3.369,2.869,2.882,3.144,3.311,3.095,RawDown,2.709,2.47,2.727,2.428,2.77,2.746,2.826,2.437,2.36
20180804-161935,20180804-162015,NG,,39.9,F6R825600CCK93W9M,A117WithFin,LeftStation,0.138,0.202,70.65,0.243,RawUp,2.742,3.271,3.368,3.096,2.909,3.123,3.197,3.046,RawDown,2.775,2.651,2.865,2.637,2.908,2.68,2.941,2.671,2.494
20180804-162026,20180804-162106,NG,,39.92,F6R825600AEK93W9R,A117WithFin,LeftStation,0.314,0.204,70.666,0.454,RawUp,2.665,3.5,3.303,2.997,2.923,3.243,3.292,3.179,RawDown,2.734,2.456,2.87,2.481,2.812,2.756,2.925,2.677,2.231
20180804-162126,20180804-162206,NG,,39.9,F6R825600FHK93W97,A117WithFin,LeftStation,0.22,0.214,70.643,0.213,RawUp,2.764,3.211,3.324,2.781,3.073,3.259,3.168,2.908,RawDown,2.548,2.743,2.657,2.719,2.847,2.299,2.626,2.702,2.528
20180804-162219,20180804-162259,NG,,39.92,F6R82240186K93W9F,A117WithFin,LeftStation,0.044,0.182,70.824,0.285,RawUp,2.906,3.321,3.472,3.078,3.057,3.23,3.294,3.12,RawDown,2.782,2.66,2.85,2.641,2.894,2.696,2.916,2.708,2.479
20180804-162317,20180804-162357,NG,,39.9,f6r825600esk93w91,A117WithFin,LeftStation,0.098,0.245,70.716,0.229,RawUp,2.731,3.211,3.262,2.965,2.926,3.113,3.17,3.001,RawDown,2.747,2.65,2.724,2.558,2.897,2.732,2.723,2.557,2.535
20180804-162407,20180804-162447,NG,,39.9,F6R8224015LK93W9A,A117WithFin,LeftStation,0.105,0.166,70.414,0.348,RawUp,2.862,3.233,3.302,2.747,2.994,3.133,3.123,2.957,RawDown,2.639,2.593,2.756,2.646,2.808,2.637,2.915,2.834,2.572
