StartTime,FinishTime,Status,Error,CT,Barcode,ProductType,Description,SPC,AB-fin up surface profile,J-pedestal flatness,M-vc down surface profile,O-inner standoff profile,N-outer standoff profile,SPEC,SPEC-AB,UpLimit-AB,DownLimit-AB,SPEC-J,UpLimit-J,DownLimit-J,SPEC-M,UpLimit-M,DownLimit-M,SPEC-O,UpLimit-O,DownLimit-O,SPEC-N,UpLimit-N,DownLimit-N,RawUp,up,up,up,up,up,up,up,up,RawDown,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,RawUpSTATUS,up,up,up,up,up,up,up,up,RawDownSTATUS,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,RawUpGT,up,up,up,up,up,up,up,up,RawDownGT,ped1,ped1,ped1,ped1,ped1,inner,inner,inner,inner,down,down,down,down,down,outer,outer,outer,outer,
20180912-202926,20180912-203005,NG,|上表面轮廓度 -70.920 超差|下表面轮廓度 -5.973 超差|外螺柱轮廓度 5.669 超差|,39.31,,A117WithFin,RightStation,SPC,-70.920,0.004,-5.973,0.145,5.669,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.424,-71.374,-71.286,-71.336,-71.456,-71.449,-71.404,-71.424,RawDown,-0.049,-0.114,-0.141,-0.083,-0.098,0.084,0.014,-0.052,-0.025,-5.958,-5.995,-6.079,-6.067,-6.026,5.531,5.298,5.322,5.400,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.558,1.805,1.730,2.483,2.402,2.122,2.085,2.379,RawDownGT,3.618,3.538,3.616,3.689,3.614,3.703,3.601,3.759,3.817,3.778,3.693,3.943,4.003,3.852,3.803,4.181,4.152,3.619,
20180912-203024,20180912-203103,NG,|上表面轮廓度 -71.223 超差|下表面轮廓度 -5.978 超差|内螺柱轮廓度 0.181 超差|外螺柱轮廓度 5.575 超差|,39.30,,A117WithFin,RightStation,SPC,-71.223,0.002,-5.978,0.181,5.575,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.484,-71.370,-71.332,-71.343,-71.501,-71.489,-71.437,-71.432,RawDown,-0.053,-0.073,-0.075,-0.055,-0.063,0.093,0.098,0.044,0.019,-5.967,-5.921,-6.006,-6.016,-5.987,5.469,5.346,5.357,5.479,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.618,1.801,1.776,2.490,2.447,2.162,2.119,2.387,RawDownGT,3.614,3.580,3.682,3.717,3.649,3.712,3.686,3.855,3.861,3.769,3.767,4.016,4.054,3.891,3.741,4.229,4.187,3.698,
20180912-203124,20180912-203203,NG,|上表面轮廓度 -71.100 超差|下表面轮廓度 -5.943 超差|内螺柱轮廓度 0.163 超差|外螺柱轮廓度 5.554 超差|,39.42,,A117WithFin,RightStation,SPC,-71.100,0.004,-5.943,0.163,5.554,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.415,-71.489,-71.375,-71.342,-71.458,-71.509,-71.468,-71.438,RawDown,-0.133,-0.167,-0.177,-0.147,-0.160,0.019,-0.016,-0.104,-0.098,-6.047,-6.032,-6.080,-6.085,-6.076,5.409,5.293,5.286,5.349,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.549,1.920,1.819,2.489,2.404,2.182,2.149,2.393,RawDownGT,3.534,3.486,3.580,3.625,3.552,3.638,3.572,3.707,3.744,3.689,3.656,3.942,3.985,3.802,3.681,4.176,4.116,3.568,
20180912-203218,20180912-203256,NG,|上表面轮廓度 -71.052 超差|下表面轮廓度 -6.024 超差|内螺柱轮廓度 0.255 超差|外螺柱轮廓度 5.651 超差|,37.94,F6R8346004AK93WD3,A117WithFin,RightStation,SPC,-71.052,0.011,-6.024,0.255,5.651,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.944,-71.407,-71.345,-71.280,-71.721,-71.600,-71.469,-71.438,RawDown,-0.236,-0.157,-0.172,-0.234,-0.205,-0.244,-0.006,0.124,-0.230,-6.340,-5.959,-6.016,-6.173,-6.075,4.997,5.294,5.325,5.425,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.078,1.838,1.789,2.427,2.667,2.273,2.151,2.393,RawDownGT,3.431,3.495,3.585,3.538,3.507,3.375,3.582,3.935,3.612,3.396,3.729,4.006,3.897,3.803,3.269,4.177,4.155,3.644,
20180912-203311,20180912-203350,NG,|上表面轮廓度 -70.935 超差|下表面轮廓度 -5.875 超差|外螺柱轮廓度 5.643 超差|,38.11,F6R834600AMK93WD8,A117WithFin,RightStation,SPC,-70.935,0.015,-5.875,0.146,5.643,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.392,-71.415,-71.278,-71.345,-71.446,-71.461,-71.423,-71.430,RawDown,-0.145,-0.173,-0.193,-0.174,-0.184,0.023,-0.062,-0.125,-0.078,-6.010,-6.054,-6.070,-6.068,-6.088,5.458,5.292,5.317,5.309,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.526,1.846,1.722,2.492,2.392,2.134,2.104,2.385,RawDownGT,3.522,3.480,3.564,3.598,3.528,3.642,3.525,3.686,3.764,3.726,3.634,3.952,4.002,3.790,3.730,4.175,4.147,3.528,
20180912-203409,20180912-203447,NG,|上表面轮廓度 -71.098 超差|下表面轮廓度 -6.115 超差|内螺柱轮廓度 0.188 超差|外螺柱轮廓度 5.611 超差|,37.97,,A117WithFin,RightStation,SPC,-71.098,0.013,-6.115,0.188,5.611,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-72.387,-72.394,-71.350,-71.283,-72.263,-72.286,-71.547,-71.521,RawDown,-0.676,-0.432,-0.404,-0.650,-0.548,-0.701,-0.118,-0.199,-0.802,-6.924,-5.972,-6.048,-6.972,-6.479,4.470,4.352,5.358,5.473,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.521,2.825,1.794,2.430,3.209,2.959,2.228,2.476,RawDownGT,2.991,3.221,3.353,3.122,3.164,2.918,3.470,3.612,3.040,2.812,3.716,3.974,3.098,3.399,2.742,3.235,4.188,3.692,
20180912-203501,20180912-203540,NG,|上表面轮廓度 -70.938 超差|下表面轮廓度 -5.983 超差|内螺柱轮廓度 0.205 超差|外螺柱轮廓度 5.726 超差|,39.31,,A117WithFin,RightStation,SPC,-70.938,0.005,-5.983,0.205,5.726,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.428,-71.352,-71.285,-71.339,-71.446,-71.438,-71.414,-71.418,RawDown,-0.096,-0.143,-0.164,-0.128,-0.133,0.059,0.021,-0.002,-0.038,-6.048,-5.977,-5.985,-6.074,-6.030,5.407,5.358,5.397,5.406,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.562,1.783,1.729,2.486,2.392,2.110,2.096,2.373,RawDownGT,3.571,3.510,3.593,3.644,3.579,3.678,3.609,3.809,3.804,3.688,3.711,4.037,3.996,3.848,3.679,4.241,4.227,3.625,
20180912-203554,20180912-203632,NG,|上表面轮廓度 -70.910 超差|下表面轮廓度 -5.981 超差|内螺柱轮廓度 0.201 超差|外螺柱轮廓度 5.736 超差|,37.89,F6R8346002AK93WD9,A117WithFin,RightStation,SPC,-70.910,0.009,-5.981,0.201,5.736,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.389,-71.349,-71.391,-71.300,-71.488,-71.483,-71.449,-71.426,RawDown,-0.101,-0.173,-0.205,-0.151,-0.159,0.005,0.010,-0.069,-0.071,-6.035,-6.013,-6.065,-6.087,-6.052,5.386,5.284,5.281,5.372,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.523,1.780,1.835,2.447,2.434,2.155,2.130,2.381,RawDownGT,3.566,3.479,3.552,3.621,3.553,3.624,3.597,3.742,3.771,3.701,3.675,3.957,3.983,3.826,3.658,4.167,4.111,3.591,
20180912-203647,20180912-203725,NG,|上表面轮廓度 -70.952 超差|下表面轮廓度 -6.021 超差|内螺柱轮廓度 0.152 超差|外螺柱轮廓度 5.739 超差|,37.94,F6R8342004CK93WD5,A117WithFin,RightStation,SPC,-70.952,0.023,-6.021,0.152,5.739,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.440,-71.356,-71.277,-71.341,-71.448,-71.433,-71.392,-71.413,RawDown,-0.065,-0.039,-0.078,-0.125,-0.094,0.042,0.005,-0.048,-0.019,-5.995,-6.043,-6.044,-6.014,-6.014,5.430,5.370,5.373,5.340,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.574,1.787,1.721,2.488,2.394,2.105,2.073,2.368,RawDownGT,3.602,3.613,3.679,3.647,3.618,3.661,3.592,3.763,3.823,3.741,3.645,3.978,4.056,3.864,3.702,4.253,4.203,3.559,
20180912-203741,20180912-203819,NG,|上表面轮廓度 -71.081 超差|下表面轮廓度 -5.899 超差|外螺柱轮廓度 5.587 超差|,38.11,F6R8346002MK93WDY,A117WithFin,RightStation,SPC,-71.081,0.006,-5.899,0.141,5.587,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.386,-71.468,-71.339,-71.317,-71.450,-71.476,-71.445,-71.429,RawDown,-0.129,-0.133,-0.150,-0.157,-0.146,0.020,-0.017,-0.089,-0.076,-6.036,-6.039,-6.030,-6.040,-6.035,5.434,5.339,5.328,5.354,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.520,1.899,1.783,2.464,2.396,2.149,2.126,2.384,RawDownGT,3.538,3.520,3.607,3.615,3.566,3.639,3.570,3.722,3.766,3.700,3.649,3.992,4.030,3.843,3.706,4.222,4.158,3.573,
20180912-204608,20180912-204648,NG,|上表面轮廓度 -70.912 超差|下表面轮廓度 -5.970 超差|外螺柱轮廓度 5.676 超差|,39.41,,A117WithFin,RightStation,SPC,-70.912,0.004,-5.970,0.149,5.676,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.421,-71.370,-71.287,-71.336,-71.452,-71.451,-71.409,-71.420,RawDown,-0.053,-0.120,-0.147,-0.088,-0.104,0.082,0.009,-0.055,-0.027,-5.960,-6.003,-6.085,-6.069,-6.027,5.527,5.297,5.320,5.396,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.555,1.801,1.731,2.483,2.398,2.124,2.090,2.375,RawDownGT,3.614,3.533,3.610,3.684,3.608,3.701,3.597,3.756,3.815,3.776,3.685,3.937,4.001,3.851,3.799,4.180,4.150,3.615,
20180912-204659,20180912-204738,NG,|上表面轮廓度 -71.233 超差|下表面轮廓度 -5.982 超差|内螺柱轮廓度 0.185 超差|外螺柱轮廓度 5.579 超差|,39.36,,A117WithFin,RightStation,SPC,-71.233,0.003,-5.982,0.185,5.579,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.498,-71.368,-71.327,-71.340,-71.505,-71.496,-71.438,-71.427,RawDown,-0.057,-0.073,-0.074,-0.057,-0.063,0.088,0.102,0.049,0.018,-5.977,-5.916,-5.999,-6.021,-5.985,5.457,5.346,5.362,5.485,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.632,1.799,1.771,2.487,2.451,2.168,2.120,2.382,RawDownGT,3.610,3.579,3.683,3.715,3.649,3.707,3.690,3.860,3.860,3.759,3.772,4.023,4.049,3.893,3.729,4.229,4.192,3.704,
20180912-204749,20180912-204828,NG,|上表面轮廓度 -71.106 超差|下表面轮廓度 -5.947 超差|内螺柱轮廓度 0.164 超差|外螺柱轮廓度 5.552 超差|,39.39,,A117WithFin,RightStation,SPC,-71.106,0.003,-5.947,0.164,5.552,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.413,-71.486,-71.377,-71.339,-71.453,-71.511,-71.471,-71.433,RawDown,-0.131,-0.165,-0.175,-0.144,-0.157,0.022,-0.013,-0.104,-0.095,-6.046,-6.033,-6.081,-6.084,-6.075,5.410,5.296,5.287,5.351,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.547,1.917,1.821,2.486,2.399,2.183,2.153,2.388,RawDownGT,3.536,3.488,3.582,3.628,3.555,3.641,3.574,3.707,3.747,3.690,3.655,3.941,3.986,3.803,3.682,4.179,4.117,3.570,
20180912-204845,20180912-204923,NG,|上表面轮廓度 -71.051 超差|下表面轮廓度 -6.022 超差|内螺柱轮廓度 0.258 超差|外螺柱轮廓度 5.650 超差|,37.94,F6R8346004AK93WD3,A117WithFin,RightStation,SPC,-71.051,0.011,-6.022,0.258,5.650,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.929,-71.403,-71.341,-71.279,-71.709,-71.595,-71.469,-71.438,RawDown,-0.233,-0.158,-0.172,-0.232,-0.204,-0.238,-0.006,0.124,-0.225,-6.333,-5.960,-6.018,-6.170,-6.073,5.008,5.298,5.325,5.424,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.063,1.834,1.785,2.426,2.655,2.267,2.151,2.393,RawDownGT,3.434,3.495,3.585,3.540,3.508,3.381,3.582,3.935,3.617,3.403,3.728,4.004,3.900,3.805,3.280,4.181,4.155,3.643,
20180912-204938,20180912-205016,NG,|上表面轮廓度 -70.930 超差|下表面轮廓度 -5.877 超差|外螺柱轮廓度 5.643 超差|,37.88,F6R834600AMK93WD8,A117WithFin,RightStation,SPC,-70.930,0.015,-5.877,0.147,5.643,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.389,-71.419,-71.280,-71.343,-71.445,-71.466,-71.428,-71.432,RawDown,-0.150,-0.179,-0.198,-0.180,-0.190,0.019,-0.065,-0.129,-0.085,-6.013,-6.057,-6.078,-6.079,-6.095,5.456,5.285,5.310,5.303,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.523,1.850,1.724,2.490,2.391,2.139,2.109,2.387,RawDownGT,3.517,3.474,3.559,3.592,3.522,3.638,3.522,3.682,3.757,3.723,3.631,3.944,3.991,3.783,3.728,4.168,4.140,3.522,
20180912-205032,20180912-205111,NG,|上表面轮廓度 -71.076 超差|下表面轮廓度 -6.119 超差|内螺柱轮廓度 0.201 超差|外螺柱轮廓度 5.620 超差|,39.34,,A117WithFin,RightStation,SPC,-71.076,0.013,-6.119,0.201,5.620,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.433,-71.453,-71.355,-71.310,-71.475,-71.499,-71.431,-71.418,RawDown,-0.087,-0.128,-0.099,-0.059,-0.107,0.044,0.031,-0.057,-0.047,-6.011,-5.984,-6.048,-6.057,-6.030,5.440,5.322,5.324,5.413,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.567,1.884,1.799,2.457,2.421,2.171,2.113,2.373,RawDownGT,3.580,3.524,3.658,3.713,3.605,3.663,3.618,3.754,3.795,3.725,3.704,3.974,4.013,3.848,3.712,4.205,4.154,3.632,
20180912-205124,20180912-205203,NG,|上表面轮廓度 -70.947 超差|下表面轮廓度 -5.982 超差|内螺柱轮廓度 0.204 超差|外螺柱轮廓度 5.719 超差|,39.33,,A117WithFin,RightStation,SPC,-70.947,0.005,-5.982,0.204,5.719,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.422,-71.345,-71.282,-71.334,-71.443,-71.437,-71.413,-71.415,RawDown,-0.094,-0.140,-0.160,-0.125,-0.130,0.062,0.026,0.003,-0.035,-6.045,-5.972,-5.981,-6.071,-6.025,5.412,5.362,5.400,5.410,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.556,1.776,1.726,2.481,2.389,2.110,2.094,2.370,RawDownGT,3.573,3.513,3.597,3.647,3.582,3.681,3.613,3.814,3.807,3.691,3.716,4.041,3.999,3.853,3.684,4.245,4.230,3.629,
20180912-205215,20180912-205253,NG,|上表面轮廓度 -70.908 超差|下表面轮廓度 -5.980 超差|内螺柱轮廓度 0.202 超差|外螺柱轮廓度 5.731 超差|,37.95,F6R8346002AK93WD9,A117WithFin,RightStation,SPC,-70.908,0.008,-5.980,0.202,5.731,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.355,-71.343,-71.417,-71.305,-71.468,-71.473,-71.465,-71.434,RawDown,-0.092,-0.174,-0.209,-0.143,-0.156,0.023,0.005,-0.079,-0.058,-6.013,-6.026,-6.089,-6.076,-6.054,5.414,5.294,5.250,5.358,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.489,1.774,1.861,2.452,2.414,2.146,2.146,2.389,RawDownGT,3.575,3.479,3.548,3.629,3.556,3.642,3.593,3.732,3.784,3.723,3.662,3.933,3.994,3.824,3.686,4.177,4.080,3.577,
20180912-205308,20180912-205346,NG,|上表面轮廓度 -70.946 超差|下表面轮廓度 -6.020 超差|内螺柱轮廓度 0.152 超差|外螺柱轮廓度 5.740 超差|,37.92,F6R8342004CK93WD5,A117WithFin,RightStation,SPC,-70.946,0.023,-6.020,0.152,5.740,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.423,-71.344,-71.283,-71.343,-71.435,-71.426,-71.396,-71.417,RawDown,-0.058,-0.039,-0.079,-0.120,-0.091,0.055,0.002,-0.050,-0.011,-5.983,-6.048,-6.053,-6.000,-6.012,5.444,5.379,5.360,5.336,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.557,1.775,1.727,2.490,2.381,2.098,2.077,2.372,RawDownGT,3.609,3.614,3.678,3.652,3.621,3.674,3.590,3.761,3.831,3.753,3.640,3.969,4.070,3.866,3.716,4.262,4.190,3.555,
20180912-205403,20180912-205441,NG,|上表面轮廓度 -71.086 超差|下表面轮廓度 -5.896 超差|外螺柱轮廓度 5.589 超差|,37.94,F6R8346002MK93WDY,A117WithFin,RightStation,SPC,-71.086,0.004,-5.896,0.143,5.589,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.383,-71.461,-71.349,-71.318,-71.448,-71.473,-71.450,-71.436,RawDown,-0.132,-0.135,-0.154,-0.159,-0.147,0.021,-0.019,-0.094,-0.075,-6.035,-6.040,-6.034,-6.039,-6.036,5.436,5.339,5.321,5.349,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.517,1.892,1.793,2.465,2.394,2.145,2.132,2.391,RawDownGT,3.535,3.517,3.603,3.613,3.565,3.640,3.568,3.717,3.767,3.701,3.648,3.988,4.031,3.842,3.708,4.222,4.151,3.568,
20180912-205456,20180912-205535,NG,|上表面轮廓度 -70.913 超差|下表面轮廓度 -5.970 超差|外螺柱轮廓度 5.675 超差|,39.33,,A117WithFin,RightStation,SPC,-70.913,0.003,-5.970,0.147,5.675,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.422,-71.367,-71.282,-71.334,-71.454,-71.450,-71.406,-71.421,RawDown,-0.050,-0.115,-0.143,-0.084,-0.099,0.085,0.013,-0.052,-0.024,-5.958,-5.996,-6.080,-6.064,-6.023,5.530,5.300,5.325,5.403,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.556,1.798,1.726,2.481,2.400,2.122,2.087,2.376,RawDownGT,3.617,3.537,3.614,3.688,3.613,3.704,3.601,3.759,3.818,3.778,3.692,3.942,4.006,3.855,3.802,4.183,4.155,3.622,
20180912-205550,20180912-205629,NG,|上表面轮廓度 -71.225 超差|下表面轮廓度 -5.980 超差|内螺柱轮廓度 0.182 超差|外螺柱轮廓度 5.577 超差|,39.31,,A117WithFin,RightStation,SPC,-71.225,0.002,-5.980,0.182,5.577,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.489,-71.366,-71.325,-71.338,-71.504,-71.493,-71.435,-71.431,RawDown,-0.053,-0.071,-0.073,-0.054,-0.061,0.091,0.101,0.052,0.020,-5.968,-5.916,-6.000,-6.017,-5.982,5.466,5.351,5.364,5.483,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.623,1.797,1.769,2.485,2.450,2.165,2.117,2.386,RawDownGT,3.614,3.581,3.684,3.718,3.651,3.710,3.688,3.863,3.862,3.768,3.772,4.022,4.053,3.896,3.738,4.234,4.194,3.702,
20180912-205643,20180912-205722,NG,|上表面轮廓度 -71.097 超差|下表面轮廓度 -5.947 超差|内螺柱轮廓度 0.164 超差|外螺柱轮廓度 5.555 超差|,39.31,,A117WithFin,RightStation,SPC,-71.097,0.003,-5.947,0.164,5.555,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.414,-71.480,-71.362,-71.335,-71.454,-71.505,-71.462,-71.432,RawDown,-0.127,-0.161,-0.170,-0.140,-0.153,0.025,-0.009,-0.098,-0.092,-6.044,-6.025,-6.072,-6.079,-6.068,5.410,5.298,5.297,5.357,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.548,1.911,1.806,2.482,2.400,2.178,2.144,2.387,RawDownGT,3.540,3.492,3.587,3.632,3.559,3.644,3.578,3.713,3.750,3.692,3.663,3.950,3.991,3.810,3.682,4.181,4.127,3.576,
20180912-205733,20180912-205811,NG,|上表面轮廓度 -71.045 超差|下表面轮廓度 -6.019 超差|内螺柱轮廓度 0.257 超差|外螺柱轮廓度 5.652 超差|,37.92,F6R8346004AK93WD3,A117WithFin,RightStation,SPC,-71.045,0.010,-6.019,0.257,5.652,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.919,-71.405,-71.351,-71.282,-71.708,-71.594,-71.472,-71.441,RawDown,-0.232,-0.158,-0.174,-0.233,-0.204,-0.236,-0.009,0.119,-0.225,-6.327,-5.964,-6.026,-6.173,-6.077,5.013,5.294,5.315,5.418,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,3.053,1.836,1.795,2.429,2.654,2.267,2.154,2.396,RawDownGT,3.435,3.495,3.583,3.539,3.508,3.383,3.579,3.930,3.617,3.409,3.724,3.996,3.897,3.801,3.285,4.177,4.145,3.637,
20180912-205829,20180912-205908,NG,|上表面轮廓度 -70.927 超差|下表面轮廓度 -5.870 超差|外螺柱轮廓度 5.648 超差|,39.41,,A117WithFin,RightStation,SPC,-70.927,0.015,-5.870,0.148,5.648,SPEC,-71.50,0.200,-0.20,0.00,0.040,0.00,6.00,0.100,-0.10,0.00,0.150,-0.15,5.33,0.150,-0.15,RawUp,-71.391,-71.414,-71.276,-71.342,-71.446,-71.462,-71.423,-71.431,RawDown,-0.146,-0.173,-0.192,-0.179,-0.184,0.023,-0.060,-0.120,-0.075,-6.011,-6.054,-6.070,-6.071,-6.086,5.459,5.291,5.317,5.308,RawUpSTATUS,False,False,False,False,False,False,False,False,RawDownSTATUS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,RawUpGT,2.525,1.845,1.720,2.489,2.392,2.134,2.105,2.386,RawDownGT,3.521,3.480,3.565,3.593,3.528,3.642,3.527,3.691,3.767,3.725,3.634,3.952,3.999,3.792,3.731,4.174,4.147,3.527,
