20180728-141500,20180728-141539,NG,,39.23,,A117NoFin,RightStation,0.576,0.044,19.217,0.984,RawUp,1.747,2.169,1.447,1.996,2.101,2.182,1.796,2.088,RawDown,1.446,1.798,1.784,1.464,1.598,1.965,2.036,2.166,1.726,
20180728-141540,20180728-141619,NG,,39.19,,A117NoFin,RightStation,0.578,0.044,19.214,0.981,RawUp,1.746,2.167,1.446,1.996,2.099,2.183,1.799,2.089,RawDown,1.445,1.797,1.783,1.463,1.596,1.965,2.037,2.166,1.726,
20180728-141619,20180728-141658,NG,,39.20,,A117NoFin,RightStation,0.577,0.043,19.209,0.981,RawUp,1.746,2.168,1.446,1.999,2.098,2.183,1.798,2.089,RawDown,1.445,1.796,1.781,1.462,1.596,1.964,2.036,2.165,1.726,
20180728-141659,20180728-141738,NG,,39.20,,A117NoFin,RightStation,0.579,0.044,19.217,0.985,RawUp,1.746,2.169,1.447,1.999,2.099,2.184,1.798,2.091,RawDown,1.445,1.797,1.783,1.463,1.597,1.963,2.034,2.164,1.724,
20180728-141738,20180728-141818,NG,,39.22,,A117NoFin,RightStation,0.578,0.043,19.213,0.979,RawUp,1.746,2.169,1.447,1.997,2.100,2.184,1.798,2.089,RawDown,1.446,1.796,1.783,1.462,1.596,1.966,2.039,2.168,1.729,
20180728-141818,20180728-141857,NG,,39.22,,A117NoFin,RightStation,0.578,0.043,19.216,0.983,RawUp,1.747,2.169,1.446,1.995,2.100,2.184,1.798,2.090,RawDown,1.446,1.798,1.784,1.464,1.598,1.964,2.036,2.166,1.726,
20180728-141857,20180728-141937,NG,,39.23,,A117NoFin,RightStation,0.580,0.044,19.217,0.984,RawUp,1.744,2.168,1.446,1.996,2.103,2.184,1.797,2.089,RawDown,1.446,1.798,1.784,1.463,1.597,1.964,2.035,2.167,1.726,
20180728-141937,20180728-142016,NG,,39.23,,A117NoFin,RightStation,0.578,0.044,19.218,0.983,RawUp,1.745,2.168,1.445,1.997,2.099,2.182,1.796,2.089,RawDown,1.445,1.798,1.783,1.463,1.597,1.963,2.036,2.166,1.726,
20180728-142559,20180728-142633,NG,,33.85,,A117NoFin,RightStation,0.203,0.022,17.732,0.768,RawUp,1.821,1.329,1.365,1.775,1.827,1.576,1.562,1.834,RawDown,2.038,2.098,2.102,2.049,2.054,2.242,2.407,2.383,2.255,
20180728-142633,20180728-142707,NG,,34.25,,A117NoFin,RightStation,0.200,0.022,17.730,0.763,RawUp,1.691,1.349,1.509,1.761,1.773,1.585,1.619,1.830,RawDown,2.104,2.140,2.117,2.089,2.094,2.346,2.456,2.365,2.294,
20180728-142708,20180728-142743,NG,,35.26,,A117NoFin,RightStation,0.202,0.022,17.730,0.760,RawUp,1.694,1.335,1.501,1.761,1.771,1.578,1.615,1.828,RawDown,2.105,2.143,2.119,2.090,2.096,2.352,2.464,2.370,2.297,
20180728-142743,20180728-142817,NG,,33.84,,A117NoFin,RightStation,0.200,0.021,17.730,0.761,RawUp,1.689,1.333,1.504,1.762,1.767,1.575,1.616,1.826,RawDown,2.109,2.147,2.121,2.092,2.100,2.355,2.468,2.371,2.297,
20180728-142818,20180728-142851,NG,,33.85,,A117NoFin,RightStation,0.199,0.022,17.731,0.763,RawUp,1.691,1.333,1.504,1.763,1.764,1.572,1.612,1.825,RawDown,2.109,2.148,2.122,2.093,2.100,2.354,2.468,2.371,2.296,
20180728-142852,20180728-142926,NG,,33.83,,A117NoFin,RightStation,0.201,0.021,17.728,0.761,RawUp,1.689,1.329,1.502,1.762,1.765,1.570,1.610,1.825,RawDown,2.108,2.147,2.120,2.091,2.099,2.354,2.468,2.371,2.294,
20180728-142926,20180728-143001,NG,,34.79,,A117NoFin,RightStation,0.201,0.022,17.728,0.761,RawUp,1.686,1.329,1.504,1.760,1.763,1.568,1.611,1.824,RawDown,2.109,2.148,2.120,2.092,2.099,2.355,2.469,2.370,2.296,
20180728-143001,20180728-143040,NG,,39.16,,A117NoFin,RightStation,0.204,0.023,17.729,0.759,RawUp,1.688,1.326,1.501,1.761,1.768,1.567,1.608,1.826,RawDown,2.107,2.147,2.120,2.090,2.098,2.353,2.470,2.372,2.295,
20180728-143041,20180728-143120,NG,,39.22,,A117NoFin,RightStation,0.203,0.022,17.729,0.760,RawUp,1.687,1.321,1.500,1.761,1.763,1.564,1.607,1.824,RawDown,2.110,2.150,2.122,2.093,2.101,2.356,2.473,2.374,2.296,
20180728-143120,20180728-143159,NG,,39.27,,A117NoFin,RightStation,0.203,0.023,17.731,0.761,RawUp,1.691,1.323,1.500,1.763,1.764,1.564,1.610,1.826,RawDown,2.108,2.148,2.121,2.091,2.098,2.353,2.471,2.372,2.294,
20180728-143200,20180728-143239,NG,,39.22,,A117NoFin,RightStation,0.203,0.023,17.730,0.762,RawUp,1.686,1.324,1.501,1.763,1.764,1.564,1.607,1.826,RawDown,2.108,2.148,2.121,2.091,2.099,2.352,2.470,2.371,2.293,
20180728-143239,20180728-143319,NG,,39.23,,A117NoFin,RightStation,0.200,0.023,17.727,0.761,RawUp,1.692,1.323,1.498,1.766,1.767,1.565,1.608,1.825,RawDown,2.105,2.146,2.119,2.089,2.096,2.348,2.467,2.370,2.291,
20180728-143319,20180728-143358,NG,,39.22,,A117NoFin,RightStation,0.199,0.023,17.726,0.761,RawUp,1.687,1.323,1.496,1.764,1.762,1.563,1.608,1.823,RawDown,2.108,2.149,2.120,2.091,2.099,2.355,2.471,2.371,2.294,
20180728-143359,20180728-143438,NG,,39.22,,A117NoFin,RightStation,0.203,0.023,17.727,0.760,RawUp,1.687,1.320,1.498,1.764,1.763,1.562,1.606,1.826,RawDown,2.105,2.146,2.118,2.088,2.096,2.353,2.471,2.370,2.292,
20180728-143438,20180728-143517,NG,,39.20,,A117NoFin,RightStation,0.203,0.024,17.727,0.762,RawUp,1.683,1.317,1.496,1.761,1.761,1.563,1.607,1.823,RawDown,2.110,2.150,2.121,2.092,2.099,2.354,2.471,2.370,2.293,
20180728-143518,20180728-143557,NG,,39.20,,A117NoFin,RightStation,0.202,0.022,17.726,0.759,RawUp,1.682,1.317,1.499,1.764,1.760,1.565,1.609,1.824,RawDown,2.108,2.148,2.119,2.090,2.099,2.355,2.472,2.370,2.293,
20180728-143557,20180728-143636,NG,,39.20,,A117NoFin,RightStation,0.202,0.023,17.725,0.760,RawUp,1.684,1.317,1.498,1.765,1.761,1.564,1.608,1.825,RawDown,2.106,2.147,2.118,2.088,2.096,2.352,2.469,2.369,2.291,
20180728-143637,20180728-143716,NG,,39.22,,A117NoFin,RightStation,0.203,0.023,17.727,0.760,RawUp,1.684,1.318,1.499,1.764,1.762,1.565,1.609,1.825,RawDown,2.108,2.148,2.119,2.090,2.098,2.354,2.471,2.369,2.292,
20180728-143716,20180728-143756,NG,,39.22,,A117NoFin,RightStation,0.205,0.023,17.729,0.758,RawUp,1.683,1.318,1.500,1.765,1.766,1.564,1.611,1.828,RawDown,2.107,2.148,2.118,2.089,2.097,2.355,2.472,2.370,2.293,
20180728-143756,20180728-143835,NG,,39.23,,A117NoFin,RightStation,0.204,0.022,17.730,0.759,RawUp,1.688,1.317,1.498,1.767,1.767,1.564,1.610,1.828,RawDown,2.107,2.148,2.119,2.089,2.098,2.356,2.473,2.372,2.293,
20180728-143836,20180728-143915,NG,,39.23,,A117NoFin,RightStation,0.201,0.023,17.731,0.760,RawUp,1.680,1.318,1.498,1.767,1.764,1.565,1.609,1.826,RawDown,2.109,2.150,2.122,2.092,2.100,2.356,2.475,2.373,2.295,
20180728-143915,20180728-143954,NG,,39.19,,A117NoFin,RightStation,0.202,0.022,17.729,0.761,RawUp,1.683,1.314,1.495,1.767,1.763,1.562,1.610,1.825,RawDown,2.109,2.150,2.120,2.091,2.100,2.355,2.473,2.371,2.293,
20180728-143955,20180728-144034,NG,,39.20,,A117NoFin,RightStation,0.206,0.023,17.728,0.759,RawUp,1.684,1.314,1.499,1.762,1.761,1.561,1.609,1.826,RawDown,2.109,2.150,2.120,2.091,2.099,2.356,2.473,2.371,2.293,
20180728-144034,20180728-144114,NG,,39.22,,A117NoFin,RightStation,0.202,0.023,17.728,0.761,RawUp,1.681,1.314,1.501,1.765,1.760,1.562,1.608,1.824,RawDown,2.111,2.152,2.122,2.092,2.101,2.357,2.473,2.371,2.293,
20180728-144114,20180728-144153,NG,,39.23,,A117NoFin,RightStation,0.202,0.023,17.727,0.761,RawUp,1.682,1.315,1.502,1.764,1.759,1.560,1.606,1.824,RawDown,2.110,2.151,2.121,2.091,2.100,2.356,2.473,2.370,2.293,
20180728-144154,20180728-144233,NG,,39.25,,A117NoFin,RightStation,0.199,0.022,17.730,0.766,RawUp,1.679,1.316,1.503,1.765,1.758,1.560,1.608,1.822,RawDown,2.114,2.155,2.125,2.096,2.105,2.358,2.474,2.370,2.294,
20180728-144233,20180728-144312,NG,,39.22,,A117NoFin,RightStation,0.201,0.023,17.728,0.763,RawUp,1.678,1.315,1.503,1.764,1.757,1.559,1.606,1.822,RawDown,2.114,2.154,2.124,2.095,2.103,2.360,2.475,2.370,2.294,
20180728-144313,20180728-144352,NG,,39.22,,A117NoFin,RightStation,0.200,0.023,17.727,0.763,RawUp,1.677,1.314,1.502,1.764,1.755,1.559,1.606,1.821,RawDown,2.113,2.154,2.123,2.095,2.103,2.359,2.475,2.370,2.293,
20180728-144352,20180728-144432,NG,,39.20,,A117NoFin,RightStation,0.201,0.022,17.725,0.761,RawUp,1.676,1.315,1.503,1.763,1.756,1.559,1.606,1.821,RawDown,2.111,2.152,2.121,2.093,2.102,2.358,2.476,2.370,2.293,
20180728-144432,20180728-144511,NG,,39.22,,A117NoFin,RightStation,0.201,0.023,17.725,0.761,RawUp,1.676,1.316,1.502,1.762,1.758,1.559,1.606,1.821,RawDown,2.111,2.152,2.121,2.093,2.101,2.360,2.476,2.370,2.293,
20180728-144512,20180728-144551,NG,,39.19,,A117NoFin,RightStation,0.201,0.023,17.726,0.761,RawUp,1.679,1.315,1.500,1.762,1.759,1.559,1.606,1.821,RawDown,2.111,2.153,2.122,2.093,2.101,2.360,2.477,2.372,2.295,
20180728-144551,20180728-144630,NG,,39.23,,A117NoFin,RightStation,0.200,0.023,17.726,0.762,RawUp,1.676,1.314,1.501,1.764,1.757,1.558,1.604,1.821,RawDown,2.113,2.153,2.123,2.094,2.103,2.362,2.478,2.372,2.296,
20180728-144631,20180728-144710,NG,,39.23,,A117NoFin,RightStation,0.200,0.024,17.727,0.765,RawUp,1.668,1.312,1.504,1.762,1.752,1.556,1.605,1.819,RawDown,2.116,2.157,2.126,2.097,2.105,2.364,2.479,2.371,2.295,
20180728-144710,20180728-144750,NG,,39.27,,A117NoFin,RightStation,0.203,0.023,17.729,0.764,RawUp,1.671,1.314,1.503,1.760,1.752,1.555,1.604,1.821,RawDown,2.116,2.157,2.125,2.097,2.106,2.364,2.479,2.371,2.296,
20180728-144750,20180728-144829,NG,,39.25,,A117NoFin,RightStation,0.202,0.023,17.726,0.764,RawUp,1.673,1.314,1.504,1.762,1.757,1.556,1.605,1.821,RawDown,2.113,2.154,2.123,2.094,2.103,2.361,2.476,2.368,2.293,
20180728-144830,20180728-144909,NG,,39.28,,A117NoFin,RightStation,0.201,0.024,17.726,0.759,RawUp,1.670,1.314,1.505,1.760,1.750,1.556,1.607,1.820,RawDown,2.116,2.156,2.124,2.096,2.104,2.368,2.482,2.374,2.299,
20180728-144909,20180728-144948,NG,,39.25,,A117NoFin,RightStation,0.202,0.024,17.729,0.762,RawUp,1.669,1.315,1.505,1.761,1.755,1.558,1.607,1.821,RawDown,2.117,2.158,2.126,2.098,2.106,2.367,2.481,2.372,2.297,
20180728-144949,20180728-145028,NG,,39.23,,A117NoFin,RightStation,0.203,0.023,17.727,0.760,RawUp,1.667,1.315,1.501,1.759,1.750,1.556,1.606,1.820,RawDown,2.117,2.157,2.125,2.097,2.106,2.367,2.480,2.373,2.297,
20180728-145028,20180728-145108,NG,,39.20,,A117NoFin,RightStation,0.202,0.023,17.724,0.761,RawUp,1.668,1.312,1.502,1.760,1.750,1.555,1.608,1.819,RawDown,2.115,2.155,2.123,2.095,2.104,2.365,2.478,2.370,2.295,
20180728-145108,20180728-145147,NG,,39.20,,A117NoFin,RightStation,0.202,0.023,17.725,0.764,RawUp,1.668,1.312,1.503,1.759,1.748,1.555,1.606,1.819,RawDown,2.116,2.156,2.124,2.096,2.105,2.364,2.477,2.369,2.294,
20180728-145148,20180728-145227,NG,,39.22,,A117NoFin,RightStation,0.206,0.023,17.729,0.761,RawUp,1.662,1.311,1.501,1.757,1.751,1.556,1.607,1.821,RawDown,2.121,2.160,2.127,2.099,2.108,2.369,2.482,2.372,2.298,
20180728-145227,20180728-145306,NG,,39.22,,A117NoFin,RightStation,0.205,0.022,17.729,0.762,RawUp,1.665,1.311,1.504,1.757,1.751,1.557,1.607,1.821,RawDown,2.118,2.158,2.126,2.099,2.108,2.369,2.482,2.373,2.299,
20180728-145307,20180728-145346,NG,,39.20,,A117NoFin,RightStation,0.203,0.022,17.727,0.761,RawUp,1.663,1.313,1.506,1.758,1.751,1.558,1.609,1.819,RawDown,2.119,2.158,2.126,2.099,2.108,2.371,2.483,2.372,2.299,
20180728-145346,20180728-145425,NG,,39.23,,A117NoFin,RightStation,0.203,0.022,17.727,0.760,RawUp,1.662,1.312,1.505,1.760,1.749,1.558,1.608,1.821,RawDown,2.119,2.157,2.125,2.098,2.107,2.370,2.481,2.371,2.297,
20180728-145426,20180728-145505,NG,,39.23,,A117NoFin,RightStation,0.201,0.022,17.730,0.764,RawUp,1.659,1.312,1.504,1.763,1.749,1.558,1.609,1.821,RawDown,2.122,2.161,2.128,2.101,2.110,2.372,2.482,2.371,2.298,
20180728-145505,20180728-145545,NG,,39.19,,A117NoFin,RightStation,0.203,0.023,17.730,0.762,RawUp,1.665,1.309,1.503,1.763,1.751,1.557,1.609,1.822,RawDown,2.119,2.159,2.126,2.099,2.107,2.369,2.482,2.373,2.299,
20180728-145545,20180728-145624,NG,,39.17,,A117NoFin,RightStation,0.204,0.023,17.729,0.759,RawUp,1.667,1.310,1.503,1.762,1.753,1.558,1.607,1.822,RawDown,2.119,2.158,2.126,2.098,2.107,2.370,2.483,2.374,2.301,
20180728-145625,20180728-145704,NG,,39.17,,A117NoFin,RightStation,0.202,0.023,17.728,0.763,RawUp,1.669,1.308,1.502,1.761,1.753,1.558,1.608,1.819,RawDown,2.119,2.159,2.127,2.099,2.108,2.370,2.482,2.372,2.298,
20180728-145704,20180728-145743,NG,,39.25,,A117NoFin,RightStation,0.204,0.023,17.730,0.760,RawUp,1.668,1.308,1.507,1.762,1.753,1.558,1.608,1.822,RawDown,2.120,2.160,2.127,2.100,2.109,2.371,2.484,2.374,2.301,
20180728-145744,20180728-145823,NG,,39.22,,A117NoFin,RightStation,0.203,0.023,17.728,0.760,RawUp,1.667,1.313,1.508,1.761,1.752,1.558,1.609,1.822,RawDown,2.117,2.158,2.125,2.097,2.106,2.369,2.483,2.373,2.298,
20180728-145823,20180728-145903,NG,,39.27,,A117NoFin,RightStation,0.205,0.023,17.732,0.762,RawUp,1.663,1.309,1.509,1.762,1.753,1.558,1.610,1.823,RawDown,2.121,2.160,2.127,2.100,2.109,2.372,2.484,2.372,2.299,
20180728-145903,20180728-145942,NG,,39.23,,A117NoFin,RightStation,0.205,0.023,17.732,0.759,RawUp,1.665,1.309,1.509,1.763,1.750,1.558,1.608,1.824,RawDown,2.120,2.160,2.127,2.099,2.108,2.374,2.487,2.375,2.302,
20180728-145943,20180728-150022,NG,,39.27,,A117NoFin,RightStation,0.204,0.023,17.733,0.758,RawUp,1.664,1.312,1.512,1.763,1.753,1.557,1.609,1.824,RawDown,2.122,2.162,2.128,2.101,2.110,2.376,2.489,2.377,2.304,
20180728-150022,20180728-150101,NG,,39.22,,A117NoFin,RightStation,0.204,0.022,17.732,0.758,RawUp,1.672,1.311,1.511,1.765,1.754,1.558,1.609,1.825,RawDown,2.119,2.158,2.126,2.097,2.107,2.370,2.485,2.375,2.300,
20180728-150102,20180728-150141,NG,,39.20,,A117NoFin,RightStation,0.201,0.023,17.733,0.763,RawUp,1.667,1.312,1.509,1.765,1.754,1.555,1.606,1.822,RawDown,2.121,2.161,2.129,2.101,2.110,2.370,2.484,2.374,2.300,
20180728-150141,20180728-150220,NG,,39.20,,A117NoFin,RightStation,0.200,0.023,17.731,0.765,RawUp,1.665,1.311,1.509,1.765,1.752,1.556,1.607,1.821,RawDown,2.123,2.162,2.129,2.102,2.111,2.371,2.484,2.372,2.299,
20180728-150221,20180728-150300,NG,,39.23,,A117NoFin,RightStation,0.198,0.023,17.733,0.763,RawUp,1.666,1.313,1.514,1.764,1.749,1.557,1.608,1.820,RawDown,2.126,2.165,2.132,2.104,2.113,2.375,2.486,2.375,2.301,
20180728-150300,20180728-150340,NG,,39.23,,A117NoFin,RightStation,0.201,0.023,17.731,0.763,RawUp,1.672,1.310,1.510,1.765,1.753,1.557,1.607,1.821,RawDown,2.121,2.161,2.128,2.101,2.110,2.371,2.483,2.374,2.300,
20180728-150340,20180728-150419,NG,,39.23,,A117NoFin,RightStation,0.199,0.022,17.729,0.763,RawUp,1.669,1.311,1.510,1.764,1.750,1.557,1.607,1.820,RawDown,2.119,2.160,2.127,2.099,2.109,2.371,2.484,2.373,2.300,
20180728-150420,20180728-150459,NG,,39.25,,A117NoFin,RightStation,0.199,0.022,17.727,0.763,RawUp,1.666,1.311,1.510,1.763,1.748,1.556,1.607,1.818,RawDown,2.121,2.161,2.127,2.100,2.110,2.370,2.483,2.372,2.298,
20180728-150459,20180728-150539,NG,,39.23,,A117NoFin,RightStation,0.200,0.023,17.727,0.763,RawUp,1.666,1.311,1.510,1.763,1.750,1.556,1.608,1.819,RawDown,2.121,2.160,2.127,2.100,2.109,2.371,2.484,2.371,2.300,
20180728-150539,20180728-150618,NG,,39.23,,A117NoFin,RightStation,0.199,0.023,17.726,0.759,RawUp,1.670,1.311,1.509,1.764,1.751,1.555,1.608,1.819,RawDown,2.119,2.159,2.126,2.098,2.107,2.370,2.484,2.374,2.299,
20180728-150618,20180728-150658,NG,,39.19,,A117NoFin,RightStation,0.200,0.023,17.729,0.759,RawUp,1.668,1.311,1.509,1.762,1.749,1.554,1.607,1.819,RawDown,2.121,2.161,2.128,2.100,2.109,2.374,2.487,2.377,2.303,
20180728-150658,20180728-150737,NG,,39.20,,A117NoFin,RightStation,0.204,0.023,17.730,0.761,RawUp,1.667,1.311,1.510,1.761,1.750,1.555,1.607,1.822,RawDown,2.120,2.160,2.127,2.099,2.108,2.371,2.484,2.373,2.299,
20180728-150738,20180728-150817,NG,,39.19,,A117NoFin,RightStation,0.202,0.022,17.729,0.760,RawUp,1.665,1.312,1.509,1.762,1.753,1.555,1.609,1.821,RawDown,2.121,2.160,2.127,2.100,2.109,2.372,2.485,2.375,2.301,
20180728-150817,20180728-150857,NG,,39.23,,A117NoFin,RightStation,0.202,0.023,17.730,0.762,RawUp,1.666,1.311,1.510,1.764,1.752,1.557,1.609,1.822,RawDown,2.119,2.159,2.126,2.098,2.108,2.370,2.484,2.372,2.298,
20180728-150857,20180728-150936,NG,,39.23,,A117NoFin,RightStation,0.202,0.023,17.731,0.760,RawUp,1.663,1.310,1.510,1.765,1.751,1.558,1.609,1.822,RawDown,2.121,2.161,2.128,2.100,2.109,2.374,2.487,2.376,2.302,
20180728-150936,20180728-151016,NG,,39.22,,A117NoFin,RightStation,0.202,0.022,17.734,0.765,RawUp,1.667,1.306,1.505,1.765,1.752,1.556,1.609,1.822,RawDown,2.123,2.163,2.130,2.103,2.113,2.372,2.485,2.374,2.300,
20180728-151016,20180728-151055,NG,,39.23,,A117NoFin,RightStation,0.202,0.022,17.734,0.767,RawUp,1.667,1.308,1.507,1.766,1.751,1.557,1.610,1.823,RawDown,2.121,2.162,2.129,2.101,2.111,2.370,2.483,2.371,2.297,
20180728-151056,20180728-151135,NG,,39.23,,A117NoFin,RightStation,0.200,0.022,17.732,0.768,RawUp,1.666,1.307,1.508,1.766,1.749,1.557,1.609,1.821,RawDown,2.122,2.162,2.129,2.102,2.112,2.369,2.482,2.369,2.296,
20180728-151135,20180728-151214,NG,,39.20,,A117NoFin,RightStation,0.200,0.023,17.730,0.765,RawUp,1.667,1.306,1.508,1.765,1.749,1.556,1.609,1.820,RawDown,2.123,2.163,2.129,2.102,2.111,2.369,2.482,2.370,2.296,
20180728-151215,20180728-151254,NG,,39.19,,A117NoFin,RightStation,0.201,0.023,17.730,0.764,RawUp,1.665,1.306,1.508,1.765,1.748,1.555,1.610,1.821,RawDown,2.122,2.162,2.128,2.100,2.110,2.371,2.484,2.372,2.298,
20180728-151254,20180728-151334,NG,,39.20,,A117NoFin,RightStation,0.205,0.023,17.732,0.763,RawUp,1.663,1.306,1.510,1.760,1.746,1.556,1.609,1.821,RawDown,2.124,2.164,2.130,2.103,2.112,2.373,2.486,2.373,2.299,
20180728-151334,20180728-151413,NG,,39.23,,A117NoFin,RightStation,0.207,0.023,17.733,0.766,RawUp,1.661,1.306,1.512,1.759,1.749,1.556,1.609,1.822,RawDown,2.125,2.164,2.130,2.103,2.112,2.372,2.485,2.370,2.297,
20180728-151414,20180728-151453,NG,,39.25,,A117NoFin,RightStation,0.204,0.023,17.732,0.765,RawUp,1.659,1.306,1.513,1.764,1.751,1.555,1.608,1.823,RawDown,2.124,2.163,2.129,2.102,2.111,2.370,2.482,2.369,2.296,
20180728-151453,20180728-151532,NG,,39.23,,A117NoFin,RightStation,0.201,0.023,17.732,0.768,RawUp,1.654,1.308,1.513,1.765,1.749,1.555,1.610,1.821,RawDown,2.127,2.165,2.131,2.104,2.113,2.372,2.483,2.367,2.295,
20180728-151533,20180728-151612,NG,,39.23,,A117NoFin,RightStation,0.202,0.023,17.731,0.766,RawUp,1.657,1.308,1.514,1.764,1.748,1.556,1.610,1.822,RawDown,2.125,2.163,2.129,2.103,2.112,2.372,2.483,2.368,2.296,
20180728-151612,20180728-151652,NG,,39.18,,A117NoFin,RightStation,0.199,0.022,17.730,0.769,RawUp,1.653,1.315,1.516,1.762,1.744,1.556,1.609,1.819,RawDown,2.128,2.166,2.131,2.105,2.115,2.374,2.483,2.367,2.296,
20180728-151652,20180728-151731,NG,,39.19,,A117NoFin,RightStation,0.197,0.023,17.729,0.769,RawUp,1.653,1.316,1.518,1.761,1.742,1.557,1.609,1.817,RawDown,2.130,2.168,2.132,2.107,2.116,2.376,2.483,2.367,2.298,
20180728-151732,20180728-151811,NG,,39.20,,A117NoFin,RightStation,0.196,0.023,17.730,0.771,RawUp,1.651,1.314,1.517,1.760,1.740,1.554,1.610,1.815,RawDown,2.131,2.169,2.134,2.108,2.117,2.378,2.484,2.367,2.298,
20180728-151811,20180728-151850,NG,,39.22,,A117NoFin,RightStation,0.200,0.023,17.733,0.772,RawUp,1.652,1.317,1.518,1.759,1.741,1.556,1.610,1.819,RawDown,2.132,2.169,2.134,2.109,2.118,2.376,2.483,2.366,2.298,
20180728-151851,20180728-151930,NG,,39.20,,A117NoFin,RightStation,0.200,0.023,17.732,0.772,RawUp,1.649,1.318,1.519,1.758,1.743,1.557,1.611,1.818,RawDown,2.131,2.169,2.133,2.109,2.117,2.377,2.482,2.366,2.297,
20180728-151930,20180728-152010,NG,,39.23,,A117NoFin,RightStation,0.196,0.023,17.731,0.772,RawUp,1.647,1.320,1.519,1.760,1.742,1.558,1.612,1.817,RawDown,2.133,2.170,2.134,2.110,2.119,2.378,2.482,2.365,2.298,
20180728-170038,20180728-170104,OK,,26.13,,A117WithFin,RightStation,0.000,0.003,70.499,-0.034,RawUp,2.854,RawDown,2.076,2.169,2.130,2.039,2.107,2.304,2.396,2.363,2.270,
20180728-170133,20180728-170158,OK,,24.55,,A117WithFin,RightStation,0.000,0.002,70.500,-0.031,RawUp,2.854,RawDown,2.077,2.170,2.130,2.037,2.107,2.300,2.393,2.359,2.267,
20180728-170158,20180728-170223,OK,,24.53,,A117WithFin,RightStation,0.000,0.001,70.499,-0.031,RawUp,2.853,RawDown,2.077,2.169,2.131,2.036,2.107,2.301,2.392,2.359,2.266,
20180728-170223,20180728-170248,OK,,24.52,,A117WithFin,RightStation,0.000,0.000,70.498,-0.030,RawUp,2.854,RawDown,2.075,2.168,2.130,2.034,2.104,2.299,2.391,2.359,2.263,
